"","X","Day","State","ChinaVirusInterest","KungFluInterest","Region"
"2321",2321,"2020-01-27","MT",30,0,"Mountain"
"2322",2322,"2020-01-28","MT",31,0,"Mountain"
"2323",2323,"2020-01-29","MT",62,0,"Mountain"
"2324",2324,"2020-01-30","MT",33,0,"Mountain"
"2325",2325,"2020-01-31","MT",32,0,"Mountain"
"2326",2326,"2020-02-01","MT",37,0,"Mountain"
"2327",2327,"2020-02-02","MT",35,0,"Mountain"
"2328",2328,"2020-02-03","MT",0,0,"Mountain"
"2329",2329,"2020-02-04","MT",31,0,"Mountain"
"2330",2330,"2020-02-05","MT",31,0,"Mountain"
"2331",2331,"2020-02-06","MT",63,0,"Mountain"
"2332",2332,"2020-02-07","MT",0,0,"Mountain"
"2333",2333,"2020-02-08","MT",36,0,"Mountain"
"2334",2334,"2020-02-09","MT",0,0,"Mountain"
"2335",2335,"2020-02-10","MT",30,0,"Mountain"
"2336",2336,"2020-02-11","MT",58,0,"Mountain"
"2337",2337,"2020-02-12","MT",30,0,"Mountain"
"2338",2338,"2020-02-13","MT",32,0,"Mountain"
"2339",2339,"2020-02-14","MT",32,0,"Mountain"
"2340",2340,"2020-02-15","MT",0,0,"Mountain"
"2341",2341,"2020-02-16","MT",0,0,"Mountain"
"2342",2342,"2020-02-17","MT",0,0,"Mountain"
"2343",2343,"2020-02-18","MT",30,0,"Mountain"
"2344",2344,"2020-02-19","MT",0,0,"Mountain"
"2345",2345,"2020-02-20","MT",0,0,"Mountain"
"2346",2346,"2020-02-21","MT",62,0,"Mountain"
"2347",2347,"2020-02-22","MT",0,0,"Mountain"
"2348",2348,"2020-02-23","MT",0,0,"Mountain"
"2349",2349,"2020-02-24","MT",0,0,"Mountain"
"2350",2350,"2020-02-25","MT",0,0,"Mountain"
"2351",2351,"2020-02-26","MT",29,0,"Mountain"
"2352",2352,"2020-02-27","MT",29,0,"Mountain"
"2353",2353,"2020-02-28","MT",31,0,"Mountain"
"2354",2354,"2020-02-29","MT",0,0,"Mountain"
"2355",2355,"2020-03-01","MT",33,0,"Mountain"
"2356",2356,"2020-03-02","MT",29,0,"Mountain"
"2357",2357,"2020-03-03","MT",56,0,"Mountain"
"2358",2358,"2020-03-04","MT",0,0,"Mountain"
"2359",2359,"2020-03-05","MT",30,0,"Mountain"
"2360",2360,"2020-03-06","MT",0,0,"Mountain"
"2361",2361,"2020-03-07","MT",35,0,"Mountain"
"2362",2362,"2020-03-08","MT",0,0,"Mountain"
"2363",2363,"2020-03-09","MT",28,0,"Mountain"
"2364",2364,"2020-03-10","MT",29,0,"Mountain"
"2365",2365,"2020-03-11","MT",28,0,"Mountain"
"2366",2366,"2020-03-12","MT",42,0,"Mountain"
"2367",2367,"2020-03-13","MT",28,0,"Mountain"
"2368",2368,"2020-03-14","MT",0,0,"Mountain"
"2369",2369,"2020-03-15","MT",31,0,"Mountain"
"2370",2370,"2020-03-16","MT",43,0,"Mountain"
"2371",2371,"2020-03-17","MT",44,0,"Mountain"
"2372",2372,"2020-03-18","MT",0,0,"Mountain"
"2373",2373,"2020-03-19","MT",42,28,"Mountain"
"2374",2374,"2020-03-20","MT",42,0,"Mountain"
"2375",2375,"2020-03-21","MT",33,0,"Mountain"
"2376",2376,"2020-03-22","MT",48,0,"Mountain"
"2377",2377,"2020-03-23","MT",53,0,"Mountain"
"2378",2378,"2020-03-24","MT",0,0,"Mountain"
"2379",2379,"2020-03-25","MT",26,0,"Mountain"
"2380",2380,"2020-03-26","MT",26,0,"Mountain"
"2381",2381,"2020-03-27","MT",49,0,"Mountain"
"2382",2382,"2020-03-28","MT",0,0,"Mountain"
"2383",2383,"2020-03-29","MT",31,0,"Mountain"
"2384",2384,"2020-03-30","MT",25,0,"Mountain"
"2385",2385,"2020-03-31","MT",50,0,"Mountain"
"2386",2386,"2020-04-01","MT",23,0,"Mountain"
"2387",2387,"2020-04-02","MT",24,0,"Mountain"
"2388",2388,"2020-04-03","MT",0,0,"Mountain"
"2389",2389,"2020-04-04","MT",0,30,"Mountain"
"2390",2390,"2020-04-05","MT",30,0,"Mountain"
"2391",2391,"2020-04-06","MT",25,0,"Mountain"
"2392",2392,"2020-04-07","MT",0,0,"Mountain"
"2393",2393,"2020-04-08","MT",26,0,"Mountain"
"2394",2394,"2020-04-09","MT",0,0,"Mountain"
"2395",2395,"2020-04-10","MT",58,0,"Mountain"
"2396",2396,"2020-04-11","MT",28,0,"Mountain"
"2397",2397,"2020-04-12","MT",0,0,"Mountain"
"2398",2398,"2020-04-13","MT",26,0,"Mountain"
"2399",2399,"2020-04-14","MT",0,0,"Mountain"
"2400",2400,"2020-04-15","MT",0,0,"Mountain"
"2401",2401,"2020-04-16","MT",24,0,"Mountain"
"2402",2402,"2020-04-17","MT",26,0,"Mountain"
"2403",2403,"2020-04-18","MT",0,0,"Mountain"
"2404",2404,"2020-01-21","NC",43,0,"South"
"2405",2405,"2020-01-22","NC",74,0,"South"
"2406",2406,"2020-01-23","NC",66,0,"South"
"2407",2407,"2020-01-24","NC",100,0,"South"
"2408",2408,"2020-01-25","NC",74,0,"South"
"2409",2409,"2020-01-26","NC",70,0,"South"
"2410",2410,"2020-01-27","NC",62,3,"South"
"2411",2411,"2020-01-28","NC",47,4,"South"
"2412",2412,"2020-01-29","NC",37,0,"South"
"2413",2413,"2020-01-30","NC",28,4,"South"
"2414",2414,"2020-01-31","NC",17,0,"South"
"2415",2415,"2020-02-01","NC",22,0,"South"
"2416",2416,"2020-02-02","NC",35,9,"South"
"2417",2417,"2020-02-03","NC",22,0,"South"
"2418",2418,"2020-02-04","NC",16,0,"South"
"2419",2419,"2020-02-05","NC",9,0,"South"
"2420",2420,"2020-02-06","NC",19,0,"South"
"2421",2421,"2020-02-07","NC",24,0,"South"
"2422",2422,"2020-02-08","NC",15,0,"South"
"2423",2423,"2020-02-09","NC",26,0,"South"
"2424",2424,"2020-02-10","NC",5,0,"South"
"2425",2425,"2020-02-11","NC",23,3,"South"
"2426",2426,"2020-02-12","NC",16,0,"South"
"2427",2427,"2020-02-13","NC",23,0,"South"
"2428",2428,"2020-02-14","NC",19,0,"South"
"2429",2429,"2020-02-15","NC",11,0,"South"
"2430",2430,"2020-02-16","NC",11,0,"South"
"2431",2431,"2020-02-17","NC",28,0,"South"
"2432",2432,"2020-02-18","NC",13,0,"South"
"2433",2433,"2020-02-19","NC",6,6,"South"
"2434",2434,"2020-02-20","NC",6,0,"South"
"2435",2435,"2020-02-21","NC",7,0,"South"
"2436",2436,"2020-02-22","NC",9,0,"South"
"2437",2437,"2020-02-23","NC",9,0,"South"
"2438",2438,"2020-02-24","NC",14,0,"South"
"2439",2439,"2020-02-25","NC",12,0,"South"
"2440",2440,"2020-02-26","NC",20,0,"South"
"2441",2441,"2020-02-27","NC",15,0,"South"
"2442",2442,"2020-02-28","NC",19,0,"South"
"2443",2443,"2020-02-29","NC",14,0,"South"
"2444",2444,"2020-03-01","NC",19,0,"South"
"2445",2445,"2020-03-02","NC",19,0,"South"
"2446",2446,"2020-03-03","NC",8,0,"South"
"2447",2447,"2020-03-04","NC",26,0,"South"
"2448",2448,"2020-03-05","NC",17,0,"South"
"2449",2449,"2020-03-06","NC",12,0,"South"
"2450",2450,"2020-03-07","NC",23,0,"South"
"2451",2451,"2020-03-08","NC",17,0,"South"
"2452",2452,"2020-03-09","NC",16,0,"South"
"2453",2453,"2020-03-10","NC",24,0,"South"
"2454",2454,"2020-03-11","NC",16,0,"South"
"2455",2455,"2020-03-12","NC",28,3,"South"
"2456",2456,"2020-03-13","NC",38,0,"South"
"2457",2457,"2020-03-14","NC",32,0,"South"
"2458",2458,"2020-03-15","NC",35,0,"South"
"2459",2459,"2020-03-16","NC",33,0,"South"
"2460",2460,"2020-03-17","NC",40,0,"South"
"2461",2461,"2020-03-18","NC",65,11,"South"
"2462",2462,"2020-03-19","NC",52,13,"South"
"2463",2463,"2020-03-20","NC",44,5,"South"
"2464",2464,"2020-03-21","NC",40,0,"South"
"2465",2465,"2020-03-22","NC",32,4,"South"
"2466",2466,"2020-03-23","NC",35,3,"South"
"2467",2467,"2020-03-24","NC",41,3,"South"
"2468",2468,"2020-03-25","NC",36,3,"South"
"2469",2469,"2020-03-26","NC",55,3,"South"
"2470",2470,"2020-03-27","NC",36,3,"South"
"2471",2471,"2020-03-28","NC",24,4,"South"
"2472",2472,"2020-03-29","NC",28,4,"South"
"2473",2473,"2020-03-30","NC",25,0,"South"
"2474",2474,"2020-03-31","NC",24,0,"South"
"2475",2475,"2020-04-01","NC",21,0,"South"
"2476",2476,"2020-04-02","NC",15,3,"South"
"2477",2477,"2020-04-03","NC",17,3,"South"
"2478",2478,"2020-04-04","NC",24,0,"South"
"2479",2479,"2020-04-05","NC",27,0,"South"
"2480",2480,"2020-04-06","NC",21,0,"South"
"2481",2481,"2020-04-07","NC",15,0,"South"
"2482",2482,"2020-04-08","NC",18,0,"South"
"2483",2483,"2020-04-09","NC",14,3,"South"
"2484",2484,"2020-04-10","NC",9,0,"South"
"2485",2485,"2020-04-11","NC",8,0,"South"
"2486",2486,"2020-04-12","NC",6,0,"South"
"2487",2487,"2020-04-13","NC",13,0,"South"
"2488",2488,"2020-04-14","NC",13,0,"South"
"2489",2489,"2020-04-15","NC",9,0,"South"
"2490",2490,"2020-04-16","NC",21,0,"South"
"2491",2491,"2020-04-17","NC",20,3,"South"
"2492",2492,"2020-04-18","NC",7,0,"South"
"2493",2493,"2020-01-21","ND",56,0,"Midwest"
"2494",2494,"2020-01-22","ND",0,0,"Midwest"
"2495",2495,"2020-01-23","ND",0,0,"Midwest"
"2496",2496,"2020-01-24","ND",0,0,"Midwest"
"2497",2497,"2020-01-25","ND",100,0,"Midwest"
"2498",2498,"2020-01-26","ND",31,0,"Midwest"
"2499",2499,"2020-01-27","ND",53,0,"Midwest"
"2500",2500,"2020-01-28","ND",27,0,"Midwest"
"2501",2501,"2020-01-29","ND",0,0,"Midwest"
"2502",2502,"2020-01-30","ND",28,0,"Midwest"
"2503",2503,"2020-01-31","ND",0,0,"Midwest"
"2504",2504,"2020-02-01","ND",34,0,"Midwest"
"2505",2505,"2020-02-02","ND",0,0,"Midwest"
"2506",2506,"2020-02-03","ND",0,0,"Midwest"
"2507",2507,"2020-02-04","ND",28,0,"Midwest"
"2508",2508,"2020-02-05","ND",0,0,"Midwest"
"2509",2509,"2020-02-06","ND",55,0,"Midwest"
"2510",2510,"2020-02-07","ND",0,0,"Midwest"
"2511",2511,"2020-02-08","ND",34,0,"Midwest"
"2512",2512,"2020-02-09","ND",0,0,"Midwest"
"2513",2513,"2020-02-10","ND",0,0,"Midwest"
"2514",2514,"2020-02-11","ND",54,0,"Midwest"
"2515",2515,"2020-02-12","ND",0,0,"Midwest"
"2516",2516,"2020-02-13","ND",0,0,"Midwest"
"2517",2517,"2020-02-14","ND",28,0,"Midwest"
"2518",2518,"2020-02-15","ND",0,0,"Midwest"
"2519",2519,"2020-02-16","ND",0,0,"Midwest"
"2520",2520,"2020-02-17","ND",29,0,"Midwest"
"2521",2521,"2020-02-18","ND",0,0,"Midwest"
"2522",2522,"2020-02-19","ND",0,0,"Midwest"
"2523",2523,"2020-02-20","ND",0,0,"Midwest"
"2524",2524,"2020-02-21","ND",0,0,"Midwest"
"2525",2525,"2020-02-22","ND",0,0,"Midwest"
"2526",2526,"2020-02-23","ND",0,0,"Midwest"
"2527",2527,"2020-02-24","ND",0,0,"Midwest"
"2528",2528,"2020-02-25","ND",26,0,"Midwest"
"2529",2529,"2020-02-26","ND",26,0,"Midwest"
"2530",2530,"2020-02-27","ND",0,0,"Midwest"
"2531",2531,"2020-02-28","ND",27,0,"Midwest"
"2532",2532,"2020-02-29","ND",33,0,"Midwest"
"2533",2533,"2020-03-01","ND",0,0,"Midwest"
"2534",2534,"2020-03-02","ND",51,0,"Midwest"
"2535",2535,"2020-03-03","ND",0,0,"Midwest"
"2536",2536,"2020-03-04","ND",0,0,"Midwest"
"2537",2537,"2020-03-05","ND",0,0,"Midwest"
"2538",2538,"2020-03-06","ND",0,0,"Midwest"
"2539",2539,"2020-03-07","ND",0,0,"Midwest"
"2540",2540,"2020-03-08","ND",0,0,"Midwest"
"2541",2541,"2020-03-09","ND",0,0,"Midwest"
"2542",2542,"2020-03-10","ND",0,0,"Midwest"
"2543",2543,"2020-03-11","ND",0,0,"Midwest"
"2544",2544,"2020-03-12","ND",0,0,"Midwest"
"2545",2545,"2020-03-13","ND",28,0,"Midwest"
"2546",2546,"2020-03-14","ND",33,0,"Midwest"
"2547",2547,"2020-03-15","ND",63,0,"Midwest"
"2548",2548,"2020-03-16","ND",53,0,"Midwest"
"2549",2549,"2020-03-17","ND",0,0,"Midwest"
"2550",2550,"2020-03-18","ND",53,0,"Midwest"
"2551",2551,"2020-03-19","ND",0,0,"Midwest"
"2552",2552,"2020-03-20","ND",26,26,"Midwest"
"2553",2553,"2020-03-21","ND",0,0,"Midwest"
"2554",2554,"2020-03-22","ND",0,0,"Midwest"
"2555",2555,"2020-03-23","ND",0,0,"Midwest"
"2556",2556,"2020-03-24","ND",25,0,"Midwest"
"2557",2557,"2020-03-25","ND",49,0,"Midwest"
"2558",2558,"2020-03-26","ND",0,0,"Midwest"
"2559",2559,"2020-03-27","ND",25,0,"Midwest"
"2560",2560,"2020-03-28","ND",29,0,"Midwest"
"2561",2561,"2020-03-29","ND",28,0,"Midwest"
"2562",2562,"2020-03-30","ND",0,0,"Midwest"
"2563",2563,"2020-03-31","ND",0,0,"Midwest"
"2564",2564,"2020-04-01","ND",0,0,"Midwest"
"2565",2565,"2020-04-02","ND",0,0,"Midwest"
"2566",2566,"2020-04-03","ND",0,0,"Midwest"
"2567",2567,"2020-04-04","ND",0,0,"Midwest"
"2568",2568,"2020-04-05","ND",55,0,"Midwest"
"2569",2569,"2020-04-06","ND",0,0,"Midwest"
"2570",2570,"2020-04-07","ND",0,0,"Midwest"
"2571",2571,"2020-04-08","ND",0,0,"Midwest"
"2572",2572,"2020-04-09","ND",24,0,"Midwest"
"2573",2573,"2020-04-10","ND",26,0,"Midwest"
"2574",2574,"2020-04-11","ND",0,0,"Midwest"
"2575",2575,"2020-04-12","ND",27,0,"Midwest"
"2576",2576,"2020-04-13","ND",0,0,"Midwest"
"2577",2577,"2020-04-14","ND",0,0,"Midwest"
"2578",2578,"2020-04-15","ND",0,0,"Midwest"
"2579",2579,"2020-04-16","ND",0,0,"Midwest"
"2580",2580,"2020-04-17","ND",24,0,"Midwest"
"2581",2581,"2020-04-18","ND",0,0,"Midwest"
"2582",2582,"2020-01-21","NE",54,0,"Midwest"
"2583",2583,"2020-01-22","NE",27,0,"Midwest"
"2584",2584,"2020-01-23","NE",35,0,"Midwest"
"2585",2585,"2020-01-24","NE",100,0,"Midwest"
"2586",2586,"2020-01-25","NE",98,0,"Midwest"
"2587",2587,"2020-01-26","NE",20,0,"Midwest"
"2588",2588,"2020-01-27","NE",70,0,"Midwest"
"2589",2589,"2020-01-28","NE",71,0,"Midwest"
"2590",2590,"2020-01-29","NE",0,0,"Midwest"
"2591",2591,"2020-01-30","NE",36,0,"Midwest"
"2592",2592,"2020-01-31","NE",36,0,"Midwest"
"2593",2593,"2020-02-01","NE",43,0,"Midwest"
"2594",2594,"2020-02-02","NE",22,0,"Midwest"
"2595",2595,"2020-02-03","NE",0,0,"Midwest"
"2596",2596,"2020-02-04","NE",17,0,"Midwest"
"2597",2597,"2020-02-05","NE",53,0,"Midwest"
"2598",2598,"2020-02-06","NE",45,0,"Midwest"
"2599",2599,"2020-02-07","NE",36,0,"Midwest"
"2600",2600,"2020-02-08","NE",43,0,"Midwest"
"2601",2601,"2020-02-09","NE",0,0,"Midwest"
"2602",2602,"2020-02-10","NE",17,0,"Midwest"
"2603",2603,"2020-02-11","NE",34,0,"Midwest"
"2604",2604,"2020-02-12","NE",0,0,"Midwest"
"2605",2605,"2020-02-13","NE",0,0,"Midwest"
"2606",2606,"2020-02-14","NE",0,0,"Midwest"
"2607",2607,"2020-02-15","NE",0,0,"Midwest"
"2608",2608,"2020-02-16","NE",21,0,"Midwest"
"2609",2609,"2020-02-17","NE",0,0,"Midwest"
"2610",2610,"2020-02-18","NE",34,0,"Midwest"
"2611",2611,"2020-02-19","NE",17,0,"Midwest"
"2612",2612,"2020-02-20","NE",0,0,"Midwest"
"2613",2613,"2020-02-21","NE",36,0,"Midwest"
"2614",2614,"2020-02-22","NE",21,0,"Midwest"
"2615",2615,"2020-02-23","NE",0,0,"Midwest"
"2616",2616,"2020-02-24","NE",17,0,"Midwest"
"2617",2617,"2020-02-25","NE",51,0,"Midwest"
"2618",2618,"2020-02-26","NE",17,0,"Midwest"
"2619",2619,"2020-02-27","NE",34,0,"Midwest"
"2620",2620,"2020-02-28","NE",18,0,"Midwest"
"2621",2621,"2020-02-29","NE",21,0,"Midwest"
"2622",2622,"2020-03-01","NE",41,0,"Midwest"
"2623",2623,"2020-03-02","NE",34,0,"Midwest"
"2624",2624,"2020-03-03","NE",0,0,"Midwest"
"2625",2625,"2020-03-04","NE",25,0,"Midwest"
"2626",2626,"2020-03-05","NE",43,0,"Midwest"
"2627",2627,"2020-03-06","NE",18,0,"Midwest"
"2628",2628,"2020-03-07","NE",21,0,"Midwest"
"2629",2629,"2020-03-08","NE",21,0,"Midwest"
"2630",2630,"2020-03-09","NE",26,0,"Midwest"
"2631",2631,"2020-03-10","NE",0,0,"Midwest"
"2632",2632,"2020-03-11","NE",35,0,"Midwest"
"2633",2633,"2020-03-12","NE",42,0,"Midwest"
"2634",2634,"2020-03-13","NE",37,18,"Midwest"
"2635",2635,"2020-03-14","NE",41,0,"Midwest"
"2636",2636,"2020-03-15","NE",51,0,"Midwest"
"2637",2637,"2020-03-16","NE",18,0,"Midwest"
"2638",2638,"2020-03-17","NE",0,0,"Midwest"
"2639",2639,"2020-03-18","NE",36,18,"Midwest"
"2640",2640,"2020-03-19","NE",61,17,"Midwest"
"2641",2641,"2020-03-20","NE",35,26,"Midwest"
"2642",2642,"2020-03-21","NE",69,58,"Midwest"
"2643",2643,"2020-03-22","NE",49,0,"Midwest"
"2644",2644,"2020-03-23","NE",32,0,"Midwest"
"2645",2645,"2020-03-24","NE",43,0,"Midwest"
"2646",2646,"2020-03-25","NE",35,0,"Midwest"
"2647",2647,"2020-03-26","NE",88,0,"Midwest"
"2648",2648,"2020-03-27","NE",25,0,"Midwest"
"2649",2649,"2020-03-28","NE",19,0,"Midwest"
"2650",2650,"2020-03-29","NE",59,0,"Midwest"
"2651",2651,"2020-03-30","NE",34,0,"Midwest"
"2652",2652,"2020-03-31","NE",33,0,"Midwest"
"2653",2653,"2020-04-01","NE",0,0,"Midwest"
"2654",2654,"2020-04-02","NE",0,16,"Midwest"
"2655",2655,"2020-04-03","NE",0,0,"Midwest"
"2656",2656,"2020-04-04","NE",0,0,"Midwest"
"2657",2657,"2020-04-05","NE",19,0,"Midwest"
"2658",2658,"2020-04-06","NE",16,0,"Midwest"
"2659",2659,"2020-04-07","NE",0,0,"Midwest"
"2660",2660,"2020-04-08","NE",0,17,"Midwest"
"2661",2661,"2020-04-09","NE",33,0,"Midwest"
"2662",2662,"2020-04-10","NE",0,0,"Midwest"
"2663",2663,"2020-04-11","NE",0,0,"Midwest"
"2664",2664,"2020-04-12","NE",19,0,"Midwest"
"2665",2665,"2020-04-13","NE",16,0,"Midwest"
"2666",2666,"2020-04-14","NE",16,0,"Midwest"
"2667",2667,"2020-04-15","NE",31,0,"Midwest"
"2668",2668,"2020-04-16","NE",31,0,"Midwest"
"2669",2669,"2020-04-17","NE",16,0,"Midwest"
"2670",2670,"2020-04-18","NE",0,0,"Midwest"
"2671",2671,"2020-01-21","NH",45,0,"Northeast"
"2672",2672,"2020-01-22","NH",71,0,"Northeast"
"2673",2673,"2020-01-23","NH",80,0,"Northeast"
"2674",2674,"2020-01-24","NH",72,0,"Northeast"
"2675",2675,"2020-01-25","NH",60,0,"Northeast"
"2676",2676,"2020-01-26","NH",100,0,"Northeast"
"2677",2677,"2020-01-27","NH",50,8,"Northeast"
"2678",2678,"2020-01-28","NH",53,0,"Northeast"
"2679",2679,"2020-01-29","NH",72,0,"Northeast"
"2680",2680,"2020-01-30","NH",55,0,"Northeast"
"2681",2681,"2020-01-31","NH",28,0,"Northeast"
"2682",2682,"2020-02-01","NH",21,0,"Northeast"
"2683",2683,"2020-02-02","NH",30,0,"Northeast"
"2684",2684,"2020-02-03","NH",16,0,"Northeast"
"2685",2685,"2020-02-04","NH",18,0,"Northeast"
"2686",2686,"2020-02-05","NH",45,0,"Northeast"
"2687",2687,"2020-02-06","NH",18,0,"Northeast"
"2688",2688,"2020-02-07","NH",18,0,"Northeast"
"2689",2689,"2020-02-08","NH",10,0,"Northeast"
"2690",2690,"2020-02-09","NH",0,0,"Northeast"
"2691",2691,"2020-02-10","NH",0,0,"Northeast"
"2692",2692,"2020-02-11","NH",9,0,"Northeast"
"2693",2693,"2020-02-12","NH",9,0,"Northeast"
"2694",2694,"2020-02-13","NH",18,0,"Northeast"
"2695",2695,"2020-02-14","NH",18,0,"Northeast"
"2696",2696,"2020-02-15","NH",20,0,"Northeast"
"2697",2697,"2020-02-16","NH",39,0,"Northeast"
"2698",2698,"2020-02-17","NH",19,0,"Northeast"
"2699",2699,"2020-02-18","NH",17,0,"Northeast"
"2700",2700,"2020-02-19","NH",8,0,"Northeast"
"2701",2701,"2020-02-20","NH",17,0,"Northeast"
"2702",2702,"2020-02-21","NH",0,0,"Northeast"
"2703",2703,"2020-02-22","NH",18,0,"Northeast"
"2704",2704,"2020-02-23","NH",9,0,"Northeast"
"2705",2705,"2020-02-24","NH",0,0,"Northeast"
"2706",2706,"2020-02-25","NH",0,0,"Northeast"
"2707",2707,"2020-02-26","NH",16,0,"Northeast"
"2708",2708,"2020-02-27","NH",33,0,"Northeast"
"2709",2709,"2020-02-28","NH",43,0,"Northeast"
"2710",2710,"2020-02-29","NH",9,0,"Northeast"
"2711",2711,"2020-03-01","NH",9,0,"Northeast"
"2712",2712,"2020-03-02","NH",8,0,"Northeast"
"2713",2713,"2020-03-03","NH",17,0,"Northeast"
"2714",2714,"2020-03-04","NH",17,0,"Northeast"
"2715",2715,"2020-03-05","NH",8,0,"Northeast"
"2716",2716,"2020-03-06","NH",0,0,"Northeast"
"2717",2717,"2020-03-07","NH",18,0,"Northeast"
"2718",2718,"2020-03-08","NH",0,0,"Northeast"
"2719",2719,"2020-03-09","NH",9,0,"Northeast"
"2720",2720,"2020-03-10","NH",16,0,"Northeast"
"2721",2721,"2020-03-11","NH",0,0,"Northeast"
"2722",2722,"2020-03-12","NH",16,0,"Northeast"
"2723",2723,"2020-03-13","NH",16,0,"Northeast"
"2724",2724,"2020-03-14","NH",19,0,"Northeast"
"2725",2725,"2020-03-15","NH",44,0,"Northeast"
"2726",2726,"2020-03-16","NH",41,0,"Northeast"
"2727",2727,"2020-03-17","NH",33,0,"Northeast"
"2728",2728,"2020-03-18","NH",24,8,"Northeast"
"2729",2729,"2020-03-19","NH",52,43,"Northeast"
"2730",2730,"2020-03-20","NH",25,25,"Northeast"
"2731",2731,"2020-03-21","NH",37,0,"Northeast"
"2732",2732,"2020-03-22","NH",48,0,"Northeast"
"2733",2733,"2020-03-23","NH",8,8,"Northeast"
"2734",2734,"2020-03-24","NH",8,0,"Northeast"
"2735",2735,"2020-03-25","NH",8,0,"Northeast"
"2736",2736,"2020-03-26","NH",41,0,"Northeast"
"2737",2737,"2020-03-27","NH",24,0,"Northeast"
"2738",2738,"2020-03-28","NH",27,0,"Northeast"
"2739",2739,"2020-03-29","NH",18,0,"Northeast"
"2740",2740,"2020-03-30","NH",16,8,"Northeast"
"2741",2741,"2020-03-31","NH",16,0,"Northeast"
"2742",2742,"2020-04-01","NH",24,0,"Northeast"
"2743",2743,"2020-04-02","NH",8,0,"Northeast"
"2744",2744,"2020-04-03","NH",8,0,"Northeast"
"2745",2745,"2020-04-04","NH",26,0,"Northeast"
"2746",2746,"2020-04-05","NH",9,0,"Northeast"
"2747",2747,"2020-04-06","NH",8,0,"Northeast"
"2748",2748,"2020-04-07","NH",0,0,"Northeast"
"2749",2749,"2020-04-08","NH",0,0,"Northeast"
"2750",2750,"2020-04-09","NH",17,0,"Northeast"
"2751",2751,"2020-04-10","NH",17,0,"Northeast"
"2752",2752,"2020-04-11","NH",9,0,"Northeast"
"2753",2753,"2020-04-12","NH",9,0,"Northeast"
"2754",2754,"2020-04-13","NH",8,0,"Northeast"
"2755",2755,"2020-04-14","NH",8,0,"Northeast"
"2756",2756,"2020-04-15","NH",8,0,"Northeast"
"2757",2757,"2020-04-16","NH",0,0,"Northeast"
"2758",2758,"2020-04-17","NH",8,0,"Northeast"
"2759",2759,"2020-04-18","NH",0,0,"Northeast"
"2760",2760,"2020-01-21","NJ",50,0,"Northeast"
"2761",2761,"2020-01-22","NJ",50,0,"Northeast"
"2762",2762,"2020-01-23","NJ",100,0,"Northeast"
"2763",2763,"2020-01-24","NJ",91,0,"Northeast"
"2764",2764,"2020-01-25","NJ",83,0,"Northeast"
"2765",2765,"2020-01-26","NJ",50,0,"Northeast"
"2766",2766,"2020-01-27","NJ",46,0,"Northeast"
"2767",2767,"2020-01-28","NJ",37,25,"Northeast"
"2768",2768,"2020-01-29","NJ",73,0,"Northeast"
"2769",2769,"2020-01-30","NJ",0,0,"Northeast"
"2770",2770,"2020-01-31","NJ",0,0,"Northeast"
"2771",2771,"2020-02-01","NJ",0,0,"Northeast"
"2772",2772,"2020-02-02","NJ",26,0,"Northeast"
"2773",2773,"2020-02-03","NJ",21,0,"Northeast"
"2774",2774,"2020-02-04","NJ",24,0,"Northeast"
"2775",2775,"2020-02-05","NJ",0,0,"Northeast"
"2776",2776,"2020-02-06","NJ",0,0,"Northeast"
"2777",2777,"2020-02-07","NJ",24,0,"Northeast"
"2778",2778,"2020-02-08","NJ",27,0,"Northeast"
"2779",2779,"2020-02-09","NJ",0,0,"Northeast"
"2780",2780,"2020-02-10","NJ",46,0,"Northeast"
"2781",2781,"2020-02-11","NJ",35,0,"Northeast"
"2782",2782,"2020-02-12","NJ",0,0,"Northeast"
"2783",2783,"2020-02-13","NJ",24,0,"Northeast"
"2784",2784,"2020-02-14","NJ",0,0,"Northeast"
"2785",2785,"2020-02-15","NJ",0,0,"Northeast"
"2786",2786,"2020-02-16","NJ",25,0,"Northeast"
"2787",2787,"2020-02-17","NJ",0,0,"Northeast"
"2788",2788,"2020-02-18","NJ",22,0,"Northeast"
"2789",2789,"2020-02-19","NJ",0,0,"Northeast"
"2790",2790,"2020-02-20","NJ",35,0,"Northeast"
"2791",2791,"2020-02-21","NJ",24,0,"Northeast"
"2792",2792,"2020-02-22","NJ",0,0,"Northeast"
"2793",2793,"2020-02-23","NJ",0,0,"Northeast"
"2794",2794,"2020-02-24","NJ",0,0,"Northeast"
"2795",2795,"2020-02-25","NJ",51,0,"Northeast"
"2796",2796,"2020-02-26","NJ",24,0,"Northeast"
"2797",2797,"2020-02-27","NJ",0,0,"Northeast"
"2798",2798,"2020-02-28","NJ",0,0,"Northeast"
"2799",2799,"2020-02-29","NJ",26,0,"Northeast"
"2800",2800,"2020-03-01","NJ",26,0,"Northeast"
"2801",2801,"2020-03-02","NJ",34,0,"Northeast"
"2802",2802,"2020-03-03","NJ",35,0,"Northeast"
"2803",2803,"2020-03-04","NJ",0,0,"Northeast"
"2804",2804,"2020-03-05","NJ",24,0,"Northeast"
"2805",2805,"2020-03-06","NJ",24,0,"Northeast"
"2806",2806,"2020-03-07","NJ",26,0,"Northeast"
"2807",2807,"2020-03-08","NJ",0,0,"Northeast"
"2808",2808,"2020-03-09","NJ",47,0,"Northeast"
"2809",2809,"2020-03-10","NJ",0,0,"Northeast"
