"","Day","State","ChinaVirusInterest","KungFluInterest"
"1511",2020-04-16,"KS",8,0
"1512",2020-04-17,"KS",0,0
"1513",2020-04-18,"KS",10,0
"1514",2020-01-21,"KY",27,0
"1515",2020-01-22,"KY",49,0
"1516",2020-01-23,"KY",36,0
"1517",2020-01-24,"KY",100,0
"1518",2020-01-25,"KY",52,0
"1519",2020-01-26,"KY",67,0
"1520",2020-01-27,"KY",21,0
"1521",2020-01-28,"KY",63,0
"1522",2020-01-29,"KY",32,0
"1523",2020-01-30,"KY",32,0
"1524",2020-01-31,"KY",23,0
"1525",2020-02-01,"KY",36,0
"1526",2020-02-02,"KY",16,0
"1527",2020-02-03,"KY",21,0
"1528",2020-02-04,"KY",13,0
"1529",2020-02-05,"KY",17,0
"1530",2020-02-06,"KY",22,0
"1531",2020-02-07,"KY",23,0
"1532",2020-02-08,"KY",10,0
"1533",2020-02-09,"KY",10,0
"1534",2020-02-10,"KY",9,0
"1535",2020-02-11,"KY",21,0
"1536",2020-02-12,"KY",9,0
"1537",2020-02-13,"KY",0,0
"1538",2020-02-14,"KY",14,0
"1539",2020-02-15,"KY",10,0
"1540",2020-02-16,"KY",10,0
"1541",2020-02-17,"KY",18,0
"1542",2020-02-18,"KY",8,0
"1543",2020-02-19,"KY",13,0
"1544",2020-02-20,"KY",9,0
"1545",2020-02-21,"KY",0,0
"1546",2020-02-22,"KY",15,0
"1547",2020-02-23,"KY",10,0
"1548",2020-02-24,"KY",17,0
"1549",2020-02-25,"KY",17,0
"1550",2020-02-26,"KY",22,0
"1551",2020-02-27,"KY",13,0
"1552",2020-02-28,"KY",27,0
"1553",2020-02-29,"KY",15,0
"1554",2020-03-01,"KY",8,0
"1555",2020-03-02,"KY",26,7
"1556",2020-03-03,"KY",14,0
"1557",2020-03-04,"KY",8,0
"1558",2020-03-05,"KY",17,0
"1559",2020-03-06,"KY",30,0
"1560",2020-03-07,"KY",20,0
"1561",2020-03-08,"KY",10,0
"1562",2020-03-09,"KY",8,0
"1563",2020-03-10,"KY",8,0
"1564",2020-03-11,"KY",21,0
"1565",2020-03-12,"KY",44,0
"1566",2020-03-13,"KY",39,0
"1567",2020-03-14,"KY",35,0
"1568",2020-03-15,"KY",15,0
"1569",2020-03-16,"KY",55,0
"1570",2020-03-17,"KY",38,0
"1571",2020-03-18,"KY",55,17
"1572",2020-03-19,"KY",38,8
"1573",2020-03-20,"KY",49,8
"1574",2020-03-21,"KY",42,9
"1575",2020-03-22,"KY",41,9
"1576",2020-03-23,"KY",31,0
"1577",2020-03-24,"KY",33,0
"1578",2020-03-25,"KY",46,0
"1579",2020-03-26,"KY",68,0
"1580",2020-03-27,"KY",28,0
"1581",2020-03-28,"KY",34,0
"1582",2020-03-29,"KY",9,0
"1583",2020-03-30,"KY",17,0
"1584",2020-03-31,"KY",41,0
"1585",2020-04-01,"KY",17,0
"1586",2020-04-02,"KY",17,0
"1587",2020-04-03,"KY",17,0
"1588",2020-04-04,"KY",29,0
"1589",2020-04-05,"KY",24,0
"1590",2020-04-06,"KY",24,0
"1591",2020-04-07,"KY",25,0
"1592",2020-04-08,"KY",8,8
"1593",2020-04-09,"KY",8,0
"1594",2020-04-10,"KY",8,0
"1595",2020-04-11,"KY",28,9
"1596",2020-04-12,"KY",0,0
"1597",2020-04-13,"KY",8,0
"1598",2020-04-14,"KY",8,0
"1599",2020-04-15,"KY",7,0
"1600",2020-04-16,"KY",7,0
"1601",2020-04-17,"KY",15,0
"1602",2020-04-18,"KY",17,0
"1603",2020-01-21,"LA",74,0
"1604",2020-01-22,"LA",29,0
"1605",2020-01-23,"LA",85,0
"1606",2020-01-24,"LA",29,0
"1607",2020-01-25,"LA",52,0
"1608",2020-01-26,"LA",62,0
"1609",2020-01-27,"LA",96,0
"1610",2020-01-28,"LA",100,0
"1611",2020-01-29,"LA",57,0
"1612",2020-01-30,"LA",29,0
"1613",2020-01-31,"LA",15,0
"1614",2020-02-01,"LA",35,0
"1615",2020-02-02,"LA",34,0
"1616",2020-02-03,"LA",13,0
"1617",2020-02-04,"LA",0,0
"1618",2020-02-05,"LA",41,0
"1619",2020-02-06,"LA",57,0
"1620",2020-02-07,"LA",0,0
"1621",2020-02-08,"LA",0,0
"1622",2020-02-09,"LA",0,0
"1623",2020-02-10,"LA",14,0
"1624",2020-02-11,"LA",0,0
"1625",2020-02-12,"LA",28,0
"1626",2020-02-13,"LA",42,0
"1627",2020-02-14,"LA",29,0
"1628",2020-02-15,"LA",35,0
"1629",2020-02-16,"LA",0,0
"1630",2020-02-17,"LA",28,0
"1631",2020-02-18,"LA",0,0
"1632",2020-02-19,"LA",14,0
"1633",2020-02-20,"LA",0,0
"1634",2020-02-21,"LA",0,0
"1635",2020-02-22,"LA",0,0
"1636",2020-02-23,"LA",0,0
"1637",2020-02-24,"LA",0,0
"1638",2020-02-25,"LA",16,0
"1639",2020-02-26,"LA",43,0
"1640",2020-02-27,"LA",14,0
"1641",2020-02-28,"LA",15,0
"1642",2020-02-29,"LA",33,0
"1643",2020-03-01,"LA",34,0
"1644",2020-03-02,"LA",41,0
"1645",2020-03-03,"LA",13,0
"1646",2020-03-04,"LA",39,0
"1647",2020-03-05,"LA",14,0
"1648",2020-03-06,"LA",28,0
"1649",2020-03-07,"LA",0,0
"1650",2020-03-08,"LA",17,0
"1651",2020-03-09,"LA",13,0
"1652",2020-03-10,"LA",13,0
"1653",2020-03-11,"LA",0,0
"1654",2020-03-12,"LA",40,0
"1655",2020-03-13,"LA",86,0
"1656",2020-03-14,"LA",34,0
"1657",2020-03-15,"LA",32,0
"1658",2020-03-16,"LA",83,0
"1659",2020-03-17,"LA",68,14
"1660",2020-03-18,"LA",83,14
"1661",2020-03-19,"LA",69,0
"1662",2020-03-20,"LA",27,0
"1663",2020-03-21,"LA",94,0
"1664",2020-03-22,"LA",30,0
"1665",2020-03-23,"LA",39,0
"1666",2020-03-24,"LA",42,0
"1667",2020-03-25,"LA",56,0
"1668",2020-03-26,"LA",28,0
"1669",2020-03-27,"LA",81,0
"1670",2020-03-28,"LA",16,0
"1671",2020-03-29,"LA",47,0
"1672",2020-03-30,"LA",82,0
"1673",2020-03-31,"LA",53,0
"1674",2020-04-01,"LA",55,0
"1675",2020-04-02,"LA",14,0
"1676",2020-04-03,"LA",28,0
"1677",2020-04-04,"LA",31,0
"1678",2020-04-05,"LA",30,0
"1679",2020-04-06,"LA",27,0
"1680",2020-04-07,"LA",40,0
"1681",2020-04-08,"LA",27,0
"1682",2020-04-09,"LA",0,0
"1683",2020-04-10,"LA",0,0
"1684",2020-04-11,"LA",16,0
"1685",2020-04-12,"LA",45,0
"1686",2020-04-13,"LA",0,0
"1687",2020-04-14,"LA",0,0
"1688",2020-04-15,"LA",13,0
"1689",2020-04-16,"LA",13,0
"1690",2020-04-17,"LA",0,0
"1691",2020-04-18,"LA",15,0
"1692",2020-01-21,"MA",63,0
"1693",2020-01-22,"MA",0,0
"1694",2020-01-23,"MA",32,0
"1695",2020-01-24,"MA",66,0
"1696",2020-01-25,"MA",48,0
"1697",2020-01-26,"MA",66,0
"1698",2020-01-27,"MA",49,0
"1699",2020-01-28,"MA",80,0
"1700",2020-01-29,"MA",42,0
"1701",2020-01-30,"MA",32,0
"1702",2020-01-31,"MA",42,0
"1703",2020-02-01,"MA",36,0
"1704",2020-02-02,"MA",23,0
"1705",2020-02-03,"MA",18,0
"1706",2020-02-04,"MA",62,20
"1707",2020-02-05,"MA",0,0
"1708",2020-02-06,"MA",0,0
"1709",2020-02-07,"MA",21,0
"1710",2020-02-08,"MA",25,0
"1711",2020-02-09,"MA",24,0
"1712",2020-02-10,"MA",20,0
"1713",2020-02-11,"MA",21,0
"1714",2020-02-12,"MA",30,0
"1715",2020-02-13,"MA",0,0
"1716",2020-02-14,"MA",22,0
"1717",2020-02-15,"MA",24,0
"1718",2020-02-16,"MA",0,0
"1719",2020-02-17,"MA",0,0
"1720",2020-02-18,"MA",21,0
"1721",2020-02-19,"MA",22,0
"1722",2020-02-20,"MA",22,0
"1723",2020-02-21,"MA",0,0
"1724",2020-02-22,"MA",0,0
"1725",2020-02-23,"MA",24,0
"1726",2020-02-24,"MA",40,0
"1727",2020-02-25,"MA",19,0
"1728",2020-02-26,"MA",29,0
"1729",2020-02-27,"MA",19,0
"1730",2020-02-28,"MA",20,0
"1731",2020-02-29,"MA",35,0
"1732",2020-03-01,"MA",22,0
"1733",2020-03-02,"MA",0,0
"1734",2020-03-03,"MA",0,0
"1735",2020-03-04,"MA",19,0
"1736",2020-03-05,"MA",20,0
"1737",2020-03-06,"MA",0,0
"1738",2020-03-07,"MA",23,0
"1739",2020-03-08,"MA",45,0
"1740",2020-03-09,"MA",0,0
"1741",2020-03-10,"MA",0,0
"1742",2020-03-11,"MA",60,0
"1743",2020-03-12,"MA",47,0
"1744",2020-03-13,"MA",58,0
"1745",2020-03-14,"MA",22,0
"1746",2020-03-15,"MA",41,0
"1747",2020-03-16,"MA",38,0
"1748",2020-03-17,"MA",37,0
"1749",2020-03-18,"MA",38,19
"1750",2020-03-19,"MA",100,18
"1751",2020-03-20,"MA",18,0
"1752",2020-03-21,"MA",42,0
"1753",2020-03-22,"MA",40,0
"1754",2020-03-23,"MA",33,0
"1755",2020-03-24,"MA",18,0
"1756",2020-03-25,"MA",27,0
"1757",2020-03-26,"MA",36,0
"1758",2020-03-27,"MA",34,0
"1759",2020-03-28,"MA",0,0
"1760",2020-03-29,"MA",18,0
"1761",2020-03-30,"MA",64,0
"1762",2020-03-31,"MA",34,0
"1763",2020-04-01,"MA",17,0
"1764",2020-04-02,"MA",16,0
"1765",2020-04-03,"MA",33,0
"1766",2020-04-04,"MA",60,0
"1767",2020-04-05,"MA",19,0
"1768",2020-04-06,"MA",34,0
"1769",2020-04-07,"MA",26,0
"1770",2020-04-08,"MA",17,0
"1771",2020-04-09,"MA",17,0
"1772",2020-04-10,"MA",0,0
"1773",2020-04-11,"MA",19,0
"1774",2020-04-12,"MA",20,0
"1775",2020-04-13,"MA",16,0
"1776",2020-04-14,"MA",0,0
"1777",2020-04-15,"MA",24,0
"1778",2020-04-16,"MA",41,0
"1779",2020-04-17,"MA",34,0
"1780",2020-04-18,"MA",0,0
"1781",2020-01-21,"MD",54,0
"1782",2020-01-22,"MD",76,0
"1783",2020-01-23,"MD",98,0
"1784",2020-01-24,"MD",94,0
"1785",2020-01-25,"MD",94,5
"1786",2020-01-26,"MD",100,5
"1787",2020-01-27,"MD",55,0
"1788",2020-01-28,"MD",50,0
"1789",2020-01-29,"MD",43,9
"1790",2020-01-30,"MD",33,0
"1791",2020-01-31,"MD",57,4
"1792",2020-02-01,"MD",46,0
"1793",2020-02-02,"MD",37,0
"1794",2020-02-03,"MD",29,11
"1795",2020-02-04,"MD",29,4
"1796",2020-02-05,"MD",19,0
"1797",2020-02-06,"MD",23,4
"1798",2020-02-07,"MD",22,0
"1799",2020-02-08,"MD",21,0
"1800",2020-02-09,"MD",10,0
"1801",2020-02-10,"MD",20,4
"1802",2020-02-11,"MD",37,0
"1803",2020-02-12,"MD",8,0
"1804",2020-02-13,"MD",36,0
"1805",2020-02-14,"MD",11,0
"1806",2020-02-15,"MD",0,0
"1807",2020-02-16,"MD",16,0
"1808",2020-02-17,"MD",12,0
"1809",2020-02-18,"MD",0,0
"1810",2020-02-19,"MD",13,0
"1811",2020-02-20,"MD",11,0
"1812",2020-02-21,"MD",9,0
"1813",2020-02-22,"MD",25,0
"1814",2020-02-23,"MD",10,0
"1815",2020-02-24,"MD",21,0
"1816",2020-02-25,"MD",14,0
"1817",2020-02-26,"MD",12,0
"1818",2020-02-27,"MD",24,0
"1819",2020-02-28,"MD",21,0
"1820",2020-02-29,"MD",29,0
"1821",2020-03-01,"MD",29,0
"1822",2020-03-02,"MD",12,0
"1823",2020-03-03,"MD",20,0
"1824",2020-03-04,"MD",27,0
"1825",2020-03-05,"MD",16,0
"1826",2020-03-06,"MD",15,0
"1827",2020-03-07,"MD",17,0
"1828",2020-03-08,"MD",10,0
"1829",2020-03-09,"MD",12,0
"1830",2020-03-10,"MD",30,0
"1831",2020-03-11,"MD",34,0
"1832",2020-03-12,"MD",49,0
"1833",2020-03-13,"MD",44,0
"1834",2020-03-14,"MD",27,0
"1835",2020-03-15,"MD",43,0
"1836",2020-03-16,"MD",28,0
"1837",2020-03-17,"MD",32,4
"1838",2020-03-18,"MD",50,6
"1839",2020-03-19,"MD",60,20
"1840",2020-03-20,"MD",40,8
"1841",2020-03-21,"MD",62,5
"1842",2020-03-22,"MD",41,0
"1843",2020-03-23,"MD",36,4
"1844",2020-03-24,"MD",51,0
"1845",2020-03-25,"MD",50,4
"1846",2020-03-26,"MD",42,8
"1847",2020-03-27,"MD",39,0
"1848",2020-03-28,"MD",27,5
"1849",2020-03-29,"MD",28,0
"1850",2020-03-30,"MD",22,0
"1851",2020-03-31,"MD",17,4
"1852",2020-04-01,"MD",23,0
"1853",2020-04-02,"MD",13,0
"1854",2020-04-03,"MD",21,0
"1855",2020-04-04,"MD",22,0
"1856",2020-04-05,"MD",13,0
"1857",2020-04-06,"MD",13,0
"1858",2020-04-07,"MD",23,0
"1859",2020-04-08,"MD",9,0
"1860",2020-04-09,"MD",9,0
"1861",2020-04-10,"MD",12,0
"1862",2020-04-11,"MD",9,4
"1863",2020-04-12,"MD",9,4
"1864",2020-04-13,"MD",20,4
"1865",2020-04-14,"MD",11,0
"1866",2020-04-15,"MD",13,0
"1867",2020-04-16,"MD",7,0
"1868",2020-04-17,"MD",7,0
"1869",2020-04-18,"MD",12,4
"1870",2020-01-21,"ME",43,0
"1871",2020-01-22,"ME",69,0
"1872",2020-01-23,"ME",91,0
"1873",2020-01-24,"ME",100,0
"1874",2020-01-25,"ME",70,0
"1875",2020-01-26,"ME",75,0
"1876",2020-01-27,"ME",78,0
"1877",2020-01-28,"ME",79,0
"1878",2020-01-29,"ME",55,0
"1879",2020-01-30,"ME",52,0
"1880",2020-01-31,"ME",44,0
"1881",2020-02-01,"ME",25,0
"1882",2020-02-02,"ME",16,0
"1883",2020-02-03,"ME",26,0
"1884",2020-02-04,"ME",25,0
"1885",2020-02-05,"ME",21,7
"1886",2020-02-06,"ME",21,0
"1887",2020-02-07,"ME",21,0
"1888",2020-02-08,"ME",8,0
"1889",2020-02-09,"ME",16,0
"1890",2020-02-10,"ME",17,0
"1891",2020-02-11,"ME",26,0
"1892",2020-02-12,"ME",10,0
"1893",2020-02-13,"ME",21,0
"1894",2020-02-14,"ME",7,0
"1895",2020-02-15,"ME",32,0
"1896",2020-02-16,"ME",8,0
"1897",2020-02-17,"ME",22,0
"1898",2020-02-18,"ME",10,0
"1899",2020-02-19,"ME",13,0
"1900",2020-02-20,"ME",13,0
"1901",2020-02-21,"ME",7,0
"1902",2020-02-22,"ME",15,0
"1903",2020-02-23,"ME",11,0
"1904",2020-02-24,"ME",27,0
"1905",2020-02-25,"ME",38,0
"1906",2020-02-26,"ME",25,0
"1907",2020-02-27,"ME",16,0
"1908",2020-02-28,"ME",26,0
"1909",2020-02-29,"ME",41,0
"1910",2020-03-01,"ME",18,0
"1911",2020-03-02,"ME",29,0
"1912",2020-03-03,"ME",22,0
"1913",2020-03-04,"ME",20,0
"1914",2020-03-05,"ME",20,0
"1915",2020-03-06,"ME",17,0
"1916",2020-03-07,"ME",16,8
"1917",2020-03-08,"ME",23,0
"1918",2020-03-09,"ME",33,7
"1919",2020-03-10,"ME",47,0
"1920",2020-03-11,"ME",44,0
"1921",2020-03-12,"ME",49,6
"1922",2020-03-13,"ME",55,0
"1923",2020-03-14,"ME",48,0
"1924",2020-03-15,"ME",45,0
"1925",2020-03-16,"ME",62,0
"1926",2020-03-17,"ME",67,0
"1927",2020-03-18,"ME",44,23
"1928",2020-03-19,"ME",63,13
"1929",2020-03-20,"ME",55,6
"1930",2020-03-21,"ME",56,15
"1931",2020-03-22,"ME",32,0
"1932",2020-03-23,"ME",41,6
"1933",2020-03-24,"ME",42,0
"1934",2020-03-25,"ME",53,0
"1935",2020-03-26,"ME",36,0
"1936",2020-03-27,"ME",34,0
"1937",2020-03-28,"ME",38,0
"1938",2020-03-29,"ME",42,0
"1939",2020-03-30,"ME",27,0
"1940",2020-03-31,"ME",30,0
"1941",2020-04-01,"ME",27,0
"1942",2020-04-02,"ME",46,6
"1943",2020-04-03,"ME",25,0
"1944",2020-04-04,"ME",35,0
"1945",2020-04-05,"ME",28,0
"1946",2020-04-06,"ME",33,0
"1947",2020-04-07,"ME",36,0
"1948",2020-04-08,"ME",15,0
"1949",2020-04-09,"ME",19,0
"1950",2020-04-10,"ME",6,6
"1951",2020-04-11,"ME",14,0
"1952",2020-04-12,"ME",18,0
"1953",2020-04-13,"ME",9,0
"1954",2020-04-14,"ME",24,6
"1955",2020-04-15,"ME",9,0
"1956",2020-04-16,"ME",26,0
"1957",2020-04-17,"ME",15,0
"1958",2020-04-18,"ME",17,0
"1959",2020-01-21,"MI",49,0
"1960",2020-01-22,"MI",57,0
"1961",2020-01-23,"MI",97,0
"1962",2020-01-24,"MI",98,5
"1963",2020-01-25,"MI",100,10
"1964",2020-01-26,"MI",81,0
"1965",2020-01-27,"MI",85,0
"1966",2020-01-28,"MI",72,4
"1967",2020-01-29,"MI",58,0
"1968",2020-01-30,"MI",60,5
"1969",2020-01-31,"MI",26,0
"1970",2020-02-01,"MI",27,0
"1971",2020-02-02,"MI",19,0
"1972",2020-02-03,"MI",36,0
"1973",2020-02-04,"MI",25,5
"1974",2020-02-05,"MI",26,5
"1975",2020-02-06,"MI",26,0
"1976",2020-02-07,"MI",29,0
"1977",2020-02-08,"MI",19,6
"1978",2020-02-09,"MI",27,0
"1979",2020-02-10,"MI",27,0
"1980",2020-02-11,"MI",20,0
"1981",2020-02-12,"MI",18,5
"1982",2020-02-13,"MI",16,0
"1983",2020-02-14,"MI",17,0
"1984",2020-02-15,"MI",8,0
"1985",2020-02-16,"MI",16,0
"1986",2020-02-17,"MI",14,0
"1987",2020-02-18,"MI",27,0
"1988",2020-02-19,"MI",14,0
"1989",2020-02-20,"MI",18,5
"1990",2020-02-21,"MI",19,0
"1991",2020-02-22,"MI",5,0
"1992",2020-02-23,"MI",10,0
"1993",2020-02-24,"MI",22,0
"1994",2020-02-25,"MI",18,0
"1995",2020-02-26,"MI",32,0
"1996",2020-02-27,"MI",20,0
"1997",2020-02-28,"MI",29,0
"1998",2020-02-29,"MI",10,0
"1999",2020-03-01,"MI",26,0
"2000",2020-03-02,"MI",27,0
"2001",2020-03-03,"MI",16,0
"2002",2020-03-04,"MI",18,5
"2003",2020-03-05,"MI",18,0
"2004",2020-03-06,"MI",16,0
"2005",2020-03-07,"MI",8,0
"2006",2020-03-08,"MI",21,0
"2007",2020-03-09,"MI",11,0
"2008",2020-03-10,"MI",13,4
"2009",2020-03-11,"MI",29,0
"2010",2020-03-12,"MI",57,0
"2011",2020-03-13,"MI",71,0
"2012",2020-03-14,"MI",48,5
"2013",2020-03-15,"MI",35,5
"2014",2020-03-16,"MI",55,4
"2015",2020-03-17,"MI",67,4
"2016",2020-03-18,"MI",55,19
"2017",2020-03-19,"MI",70,31
"2018",2020-03-20,"MI",57,4
"2019",2020-03-21,"MI",74,9
"2020",2020-03-22,"MI",52,0
"2021",2020-03-23,"MI",41,4
"2022",2020-03-24,"MI",53,0
"2023",2020-03-25,"MI",69,4
"2024",2020-03-26,"MI",26,4
"2025",2020-03-27,"MI",53,0
"2026",2020-03-28,"MI",55,0
"2027",2020-03-29,"MI",51,0
"2028",2020-03-30,"MI",25,4
"2029",2020-03-31,"MI",21,0
"2030",2020-04-01,"MI",23,0
"2031",2020-04-02,"MI",18,0
"2032",2020-04-03,"MI",4,0
"2033",2020-04-04,"MI",20,0
"2034",2020-04-05,"MI",28,0
"2035",2020-04-06,"MI",21,0
"2036",2020-04-07,"MI",6,0
"2037",2020-04-08,"MI",11,0
"2038",2020-04-09,"MI",17,0
"2039",2020-04-10,"MI",16,4
"2040",2020-04-11,"MI",4,0
"2041",2020-04-12,"MI",24,0
"2042",2020-04-13,"MI",13,0
"2043",2020-04-14,"MI",16,0
"2044",2020-04-15,"MI",18,0
"2045",2020-04-16,"MI",22,0
"2046",2020-04-17,"MI",22,0
"2047",2020-04-18,"MI",10,0
"2048",2020-01-21,"MN",60,0
"2049",2020-01-22,"MN",50,0
"2050",2020-01-23,"MN",90,0
"2051",2020-01-24,"MN",89,7
"2052",2020-01-25,"MN",100,0
"2053",2020-01-26,"MN",93,0
"2054",2020-01-27,"MN",57,0
"2055",2020-01-28,"MN",53,7
"2056",2020-01-29,"MN",64,0
"2057",2020-01-30,"MN",27,0
"2058",2020-01-31,"MN",31,7
"2059",2020-02-01,"MN",28,0
"2060",2020-02-02,"MN",27,0
"2061",2020-02-03,"MN",36,0
"2062",2020-02-04,"MN",78,0
"2063",2020-02-05,"MN",7,0
"2064",2020-02-06,"MN",24,0
"2065",2020-02-07,"MN",20,0
"2066",2020-02-08,"MN",32,0
"2067",2020-02-09,"MN",16,0
"2068",2020-02-10,"MN",16,0
"2069",2020-02-11,"MN",29,0
"2070",2020-02-12,"MN",29,6
"2071",2020-02-13,"MN",39,0
"2072",2020-02-14,"MN",27,0
"2073",2020-02-15,"MN",12,0
"2074",2020-02-16,"MN",23,0
"2075",2020-02-17,"MN",14,0
"2076",2020-02-18,"MN",10,0
"2077",2020-02-19,"MN",13,0
"2078",2020-02-20,"MN",7,0
"2079",2020-02-21,"MN",13,0
"2080",2020-02-22,"MN",8,0
"2081",2020-02-23,"MN",8,0
"2082",2020-02-24,"MN",22,0
"2083",2020-02-25,"MN",22,0
"2084",2020-02-26,"MN",19,0
"2085",2020-02-27,"MN",13,0
"2086",2020-02-28,"MN",20,0
"2087",2020-02-29,"MN",23,0
"2088",2020-03-01,"MN",31,0
"2089",2020-03-02,"MN",9,0
"2090",2020-03-03,"MN",25,0
"2091",2020-03-04,"MN",18,0
"2092",2020-03-05,"MN",16,6
"2093",2020-03-06,"MN",33,0
"2094",2020-03-07,"MN",23,0
"2095",2020-03-08,"MN",28,0
"2096",2020-03-09,"MN",19,6
"2097",2020-03-10,"MN",16,13
"2098",2020-03-11,"MN",22,0
"2099",2020-03-12,"MN",34,0
"2100",2020-03-13,"MN",38,0
"2101",2020-03-14,"MN",46,0
"2102",2020-03-15,"MN",54,0
"2103",2020-03-16,"MN",43,0
"2104",2020-03-17,"MN",46,0
"2105",2020-03-18,"MN",53,16
"2106",2020-03-19,"MN",73,6
"2107",2020-03-20,"MN",33,12
"2108",2020-03-21,"MN",42,10
"2109",2020-03-22,"MN",48,7
"2110",2020-03-23,"MN",23,6
"2111",2020-03-24,"MN",40,12
"2112",2020-03-25,"MN",38,0
"2113",2020-03-26,"MN",40,0
"2114",2020-03-27,"MN",33,0
"2115",2020-03-28,"MN",20,0
"2116",2020-03-29,"MN",13,7
"2117",2020-03-30,"MN",32,6
"2118",2020-03-31,"MN",29,0
"2119",2020-04-01,"MN",23,0
"2120",2020-04-02,"MN",11,6
"2121",2020-04-03,"MN",11,0
"2122",2020-04-04,"MN",13,0
"2123",2020-04-05,"MN",10,7
"2124",2020-04-06,"MN",11,0
"2125",2020-04-07,"MN",26,0
"2126",2020-04-08,"MN",28,0
"2127",2020-04-09,"MN",11,0
"2128",2020-04-10,"MN",12,6
"2129",2020-04-11,"MN",14,0
"2130",2020-04-12,"MN",7,0
"2131",2020-04-13,"MN",17,0
"2132",2020-04-14,"MN",11,0
"2133",2020-04-15,"MN",8,0
"2134",2020-04-16,"MN",16,0
"2135",2020-04-17,"MN",6,0
"2136",2020-04-18,"MN",7,0
"2137",2020-01-21,"MO",62,0
"2138",2020-01-22,"MO",37,0
"2139",2020-01-23,"MO",49,0
"2140",2020-01-24,"MO",50,0
"2141",2020-01-25,"MO",87,0
"2142",2020-01-26,"MO",40,0
"2143",2020-01-27,"MO",35,0
"2144",2020-01-28,"MO",62,0
"2145",2020-01-29,"MO",61,0
"2146",2020-01-30,"MO",63,0
"2147",2020-01-31,"MO",74,0
"2148",2020-02-01,"MO",29,0
"2149",2020-02-02,"MO",44,0
"2150",2020-02-03,"MO",0,0
"2151",2020-02-04,"MO",71,0
"2152",2020-02-05,"MO",23,0
"2153",2020-02-06,"MO",23,0
"2154",2020-02-07,"MO",49,0
"2155",2020-02-08,"MO",29,0
"2156",2020-02-09,"MO",0,0
"2157",2020-02-10,"MO",47,0
"2158",2020-02-11,"MO",0,0
"2159",2020-02-12,"MO",0,0
"2160",2020-02-13,"MO",0,0
"2161",2020-02-14,"MO",38,0
"2162",2020-02-15,"MO",0,0
"2163",2020-02-16,"MO",29,0
"2164",2020-02-17,"MO",0,0
"2165",2020-02-18,"MO",0,0
"2166",2020-02-19,"MO",23,0
"2167",2020-02-20,"MO",46,0
"2168",2020-02-21,"MO",48,0
"2169",2020-02-22,"MO",0,0
"2170",2020-02-23,"MO",0,0
"2171",2020-02-24,"MO",23,0
"2172",2020-02-25,"MO",24,0
"2173",2020-02-26,"MO",46,0
"2174",2020-02-27,"MO",23,0
"2175",2020-02-28,"MO",24,0
"2176",2020-02-29,"MO",29,0
"2177",2020-03-01,"MO",28,0
"2178",2020-03-02,"MO",45,0
"2179",2020-03-03,"MO",0,0
"2180",2020-03-04,"MO",0,0
"2181",2020-03-05,"MO",24,0
"2182",2020-03-06,"MO",48,0
"2183",2020-03-07,"MO",29,0
"2184",2020-03-08,"MO",0,0
"2185",2020-03-09,"MO",26,0
"2186",2020-03-10,"MO",26,0
"2187",2020-03-11,"MO",77,0
"2188",2020-03-12,"MO",100,25
"2189",2020-03-13,"MO",39,26
"2190",2020-03-14,"MO",72,0
"2191",2020-03-15,"MO",42,0
"2192",2020-03-16,"MO",74,0
"2193",2020-03-17,"MO",50,0
"2194",2020-03-18,"MO",25,49
"2195",2020-03-19,"MO",61,49
"2196",2020-03-20,"MO",35,24
"2197",2020-03-21,"MO",52,25
"2198",2020-03-22,"MO",51,0
"2199",2020-03-23,"MO",43,0
"2200",2020-03-24,"MO",23,0
"2201",2020-03-25,"MO",35,0
"2202",2020-03-26,"MO",35,0
"2203",2020-03-27,"MO",46,0
"2204",2020-03-28,"MO",39,26
"2205",2020-03-29,"MO",39,0
"2206",2020-03-30,"MO",22,0
"2207",2020-03-31,"MO",22,0
"2208",2020-04-01,"MO",23,0
"2209",2020-04-02,"MO",45,0
"2210",2020-04-03,"MO",23,0
"2211",2020-04-04,"MO",39,0
"2212",2020-04-05,"MO",26,0
"2213",2020-04-06,"MO",34,0
"2214",2020-04-07,"MO",34,0
"2215",2020-04-08,"MO",0,0
"2216",2020-04-09,"MO",23,0
"2217",2020-04-10,"MO",24,0
"2218",2020-04-11,"MO",27,0
"2219",2020-04-12,"MO",24,0
"2220",2020-04-13,"MO",23,0
"2221",2020-04-14,"MO",0,0
"2222",2020-04-15,"MO",63,0
"2223",2020-04-16,"MO",22,0
"2224",2020-04-17,"MO",0,0
"2225",2020-04-18,"MO",24,0
"2226",2020-01-21,"MS",32,0
"2227",2020-01-22,"MS",17,0
"2228",2020-01-23,"MS",49,0
"2229",2020-01-24,"MS",100,0
"2230",2020-01-25,"MS",67,0
"2231",2020-01-26,"MS",84,0
"2232",2020-01-27,"MS",38,6
"2233",2020-01-28,"MS",60,7
"2234",2020-01-29,"MS",27,0
"2235",2020-01-30,"MS",37,7
"2236",2020-01-31,"MS",34,0
"2237",2020-02-01,"MS",20,8
"2238",2020-02-02,"MS",36,0
"2239",2020-02-03,"MS",18,0
"2240",2020-02-04,"MS",20,0
"2241",2020-02-05,"MS",10,0
"2242",2020-02-06,"MS",23,0
"2243",2020-02-07,"MS",20,0
"2244",2020-02-08,"MS",16,0
"2245",2020-02-09,"MS",20,0
