"","Day","State","ChinaVirusInterest","KungFluInterest"
"2976",2020-02-28,"NV",14,0
"2977",2020-02-29,"NV",49,0
"2978",2020-03-01,"NV",16,0
"2979",2020-03-02,"NV",28,0
"2980",2020-03-03,"NV",0,0
"2981",2020-03-04,"NV",21,0
"2982",2020-03-05,"NV",21,0
"2983",2020-03-06,"NV",0,0
"2984",2020-03-07,"NV",16,0
"2985",2020-03-08,"NV",23,0
"2986",2020-03-09,"NV",21,0
"2987",2020-03-10,"NV",0,0
"2988",2020-03-11,"NV",20,0
"2989",2020-03-12,"NV",26,0
"2990",2020-03-13,"NV",59,0
"2991",2020-03-14,"NV",24,0
"2992",2020-03-15,"NV",31,0
"2993",2020-03-16,"NV",35,0
"2994",2020-03-17,"NV",48,0
"2995",2020-03-18,"NV",20,0
"2996",2020-03-19,"NV",27,14
"2997",2020-03-20,"NV",28,0
"2998",2020-03-21,"NV",54,0
"2999",2020-03-22,"NV",31,0
"3000",2020-03-23,"NV",19,0
"3001",2020-03-24,"NV",28,0
"3002",2020-03-25,"NV",28,14
"3003",2020-03-26,"NV",27,0
"3004",2020-03-27,"NV",26,0
"3005",2020-03-28,"NV",15,0
"3006",2020-03-29,"NV",31,0
"3007",2020-03-30,"NV",27,0
"3008",2020-03-31,"NV",14,0
"3009",2020-04-01,"NV",20,0
"3010",2020-04-02,"NV",27,0
"3011",2020-04-03,"NV",14,0
"3012",2020-04-04,"NV",23,0
"3013",2020-04-05,"NV",15,0
"3014",2020-04-06,"NV",13,0
"3015",2020-04-07,"NV",40,0
"3016",2020-04-08,"NV",0,0
"3017",2020-04-09,"NV",13,0
"3018",2020-04-10,"NV",21,0
"3019",2020-04-11,"NV",15,0
"3020",2020-04-12,"NV",0,0
"3021",2020-04-13,"NV",0,0
"3022",2020-04-14,"NV",19,0
"3023",2020-04-15,"NV",25,0
"3024",2020-04-16,"NV",25,0
"3025",2020-04-17,"NV",0,0
"3026",2020-04-18,"NV",0,0
"3027",2020-01-21,"NY",63,0
"3028",2020-01-22,"NY",51,0
"3029",2020-01-23,"NY",88,0
"3030",2020-01-24,"NY",100,0
"3031",2020-01-25,"NY",86,4
"3032",2020-01-26,"NY",82,0
"3033",2020-01-27,"NY",92,0
"3034",2020-01-28,"NY",66,0
"3035",2020-01-29,"NY",62,0
"3036",2020-01-30,"NY",50,2
"3037",2020-01-31,"NY",35,0
"3038",2020-02-01,"NY",35,0
"3039",2020-02-02,"NY",41,0
"3040",2020-02-03,"NY",22,0
"3041",2020-02-04,"NY",22,0
"3042",2020-02-05,"NY",17,0
"3043",2020-02-06,"NY",25,0
"3044",2020-02-07,"NY",23,0
"3045",2020-02-08,"NY",19,0
"3046",2020-02-09,"NY",27,0
"3047",2020-02-10,"NY",21,0
"3048",2020-02-11,"NY",11,0
"3049",2020-02-12,"NY",16,0
"3050",2020-02-13,"NY",19,0
"3051",2020-02-14,"NY",15,0
"3052",2020-02-15,"NY",8,2
"3053",2020-02-16,"NY",14,0
"3054",2020-02-17,"NY",24,0
"3055",2020-02-18,"NY",9,0
"3056",2020-02-19,"NY",11,0
"3057",2020-02-20,"NY",11,0
"3058",2020-02-21,"NY",7,0
"3059",2020-02-22,"NY",16,0
"3060",2020-02-23,"NY",8,0
"3061",2020-02-24,"NY",15,0
"3062",2020-02-25,"NY",15,0
"3063",2020-02-26,"NY",26,0
"3064",2020-02-27,"NY",18,0
"3065",2020-02-28,"NY",30,0
"3066",2020-02-29,"NY",21,0
"3067",2020-03-01,"NY",17,0
"3068",2020-03-02,"NY",30,0
"3069",2020-03-03,"NY",17,0
"3070",2020-03-04,"NY",5,0
"3071",2020-03-05,"NY",18,0
"3072",2020-03-06,"NY",22,0
"3073",2020-03-07,"NY",30,0
"3074",2020-03-08,"NY",13,0
"3075",2020-03-09,"NY",22,0
"3076",2020-03-10,"NY",25,0
"3077",2020-03-11,"NY",28,0
"3078",2020-03-12,"NY",48,0
"3079",2020-03-13,"NY",38,0
"3080",2020-03-14,"NY",58,0
"3081",2020-03-15,"NY",56,0
"3082",2020-03-16,"NY",41,0
"3083",2020-03-17,"NY",47,0
"3084",2020-03-18,"NY",52,27
"3085",2020-03-19,"NY",75,19
"3086",2020-03-20,"NY",67,8
"3087",2020-03-21,"NY",38,8
"3088",2020-03-22,"NY",38,8
"3089",2020-03-23,"NY",29,3
"3090",2020-03-24,"NY",74,3
"3091",2020-03-25,"NY",62,2
"3092",2020-03-26,"NY",41,0
"3093",2020-03-27,"NY",46,3
"3094",2020-03-28,"NY",42,4
"3095",2020-03-29,"NY",37,0
"3096",2020-03-30,"NY",23,0
"3097",2020-03-31,"NY",26,2
"3098",2020-04-01,"NY",27,0
"3099",2020-04-02,"NY",23,0
"3100",2020-04-03,"NY",11,0
"3101",2020-04-04,"NY",14,3
"3102",2020-04-05,"NY",30,0
"3103",2020-04-06,"NY",25,0
"3104",2020-04-07,"NY",14,2
"3105",2020-04-08,"NY",16,0
"3106",2020-04-09,"NY",9,0
"3107",2020-04-10,"NY",7,0
"3108",2020-04-11,"NY",13,0
"3109",2020-04-12,"NY",18,0
"3110",2020-04-13,"NY",17,0
"3111",2020-04-14,"NY",11,2
"3112",2020-04-15,"NY",12,0
"3113",2020-04-16,"NY",12,0
"3114",2020-04-17,"NY",9,0
"3115",2020-04-18,"NY",7,0
"3116",2020-01-21,"OH",45,0
"3117",2020-01-22,"OH",52,0
"3118",2020-01-23,"OH",66,0
"3119",2020-01-24,"OH",77,7
"3120",2020-01-25,"OH",100,4
"3121",2020-01-26,"OH",43,0
"3122",2020-01-27,"OH",83,3
"3123",2020-01-28,"OH",83,3
"3124",2020-01-29,"OH",53,3
"3125",2020-01-30,"OH",48,0
"3126",2020-01-31,"OH",18,0
"3127",2020-02-01,"OH",32,8
"3128",2020-02-02,"OH",22,0
"3129",2020-02-03,"OH",16,0
"3130",2020-02-04,"OH",22,0
"3131",2020-02-05,"OH",19,0
"3132",2020-02-06,"OH",26,0
"3133",2020-02-07,"OH",20,0
"3134",2020-02-08,"OH",19,0
"3135",2020-02-09,"OH",25,0
"3136",2020-02-10,"OH",20,0
"3137",2020-02-11,"OH",19,0
"3138",2020-02-12,"OH",14,0
"3139",2020-02-13,"OH",16,0
"3140",2020-02-14,"OH",22,0
"3141",2020-02-15,"OH",17,0
"3142",2020-02-16,"OH",9,0
"3143",2020-02-17,"OH",19,0
"3144",2020-02-18,"OH",16,0
"3145",2020-02-19,"OH",6,6
"3146",2020-02-20,"OH",9,0
"3147",2020-02-21,"OH",13,0
"3148",2020-02-22,"OH",7,0
"3149",2020-02-23,"OH",7,0
"3150",2020-02-24,"OH",16,0
"3151",2020-02-25,"OH",6,0
"3152",2020-02-26,"OH",20,3
"3153",2020-02-27,"OH",17,0
"3154",2020-02-28,"OH",19,3
"3155",2020-02-29,"OH",7,4
"3156",2020-03-01,"OH",24,0
"3157",2020-03-02,"OH",20,0
"3158",2020-03-03,"OH",17,3
"3159",2020-03-04,"OH",17,0
"3160",2020-03-05,"OH",19,0
"3161",2020-03-06,"OH",16,3
"3162",2020-03-07,"OH",11,0
"3163",2020-03-08,"OH",15,0
"3164",2020-03-09,"OH",17,0
"3165",2020-03-10,"OH",18,0
"3166",2020-03-11,"OH",34,0
"3167",2020-03-12,"OH",65,0
"3168",2020-03-13,"OH",62,0
"3169",2020-03-14,"OH",47,0
"3170",2020-03-15,"OH",33,0
"3171",2020-03-16,"OH",52,0
"3172",2020-03-17,"OH",50,0
"3173",2020-03-18,"OH",63,20
"3174",2020-03-19,"OH",66,11
"3175",2020-03-20,"OH",40,9
"3176",2020-03-21,"OH",53,14
"3177",2020-03-22,"OH",52,3
"3178",2020-03-23,"OH",35,8
"3179",2020-03-24,"OH",44,0
"3180",2020-03-25,"OH",72,3
"3181",2020-03-26,"OH",40,0
"3182",2020-03-27,"OH",36,3
"3183",2020-03-28,"OH",28,4
"3184",2020-03-29,"OH",20,0
"3185",2020-03-30,"OH",27,3
"3186",2020-03-31,"OH",32,0
"3187",2020-04-01,"OH",28,0
"3188",2020-04-02,"OH",32,0
"3189",2020-04-03,"OH",21,3
"3190",2020-04-04,"OH",23,0
"3191",2020-04-05,"OH",22,0
"3192",2020-04-06,"OH",18,0
"3193",2020-04-07,"OH",16,3
"3194",2020-04-08,"OH",9,0
"3195",2020-04-09,"OH",9,3
"3196",2020-04-10,"OH",11,0
"3197",2020-04-11,"OH",7,0
"3198",2020-04-12,"OH",16,0
"3199",2020-04-13,"OH",14,0
"3200",2020-04-14,"OH",19,0
"3201",2020-04-15,"OH",6,0
"3202",2020-04-16,"OH",6,0
"3203",2020-04-17,"OH",10,0
"3204",2020-04-18,"OH",10,0
"3205",2020-01-21,"OK",47,0
"3206",2020-01-22,"OK",46,0
"3207",2020-01-23,"OK",100,0
"3208",2020-01-24,"OK",82,0
"3209",2020-01-25,"OK",48,0
"3210",2020-01-26,"OK",74,15
"3211",2020-01-27,"OK",39,13
"3212",2020-01-28,"OK",91,0
"3213",2020-01-29,"OK",54,13
"3214",2020-01-30,"OK",13,0
"3215",2020-01-31,"OK",21,0
"3216",2020-02-01,"OK",40,0
"3217",2020-02-02,"OK",48,0
"3218",2020-02-03,"OK",37,0
"3219",2020-02-04,"OK",26,0
"3220",2020-02-05,"OK",27,0
"3221",2020-02-06,"OK",27,0
"3222",2020-02-07,"OK",27,0
"3223",2020-02-08,"OK",24,0
"3224",2020-02-09,"OK",0,0
"3225",2020-02-10,"OK",13,0
"3226",2020-02-11,"OK",13,0
"3227",2020-02-12,"OK",13,0
"3228",2020-02-13,"OK",13,0
"3229",2020-02-14,"OK",21,0
"3230",2020-02-15,"OK",24,0
"3231",2020-02-16,"OK",16,0
"3232",2020-02-17,"OK",0,0
"3233",2020-02-18,"OK",13,0
"3234",2020-02-19,"OK",13,0
"3235",2020-02-20,"OK",13,0
"3236",2020-02-21,"OK",13,0
"3237",2020-02-22,"OK",15,0
"3238",2020-02-23,"OK",38,0
"3239",2020-02-24,"OK",0,0
"3240",2020-02-25,"OK",13,0
"3241",2020-02-26,"OK",25,0
"3242",2020-02-27,"OK",26,0
"3243",2020-02-28,"OK",26,0
"3244",2020-02-29,"OK",16,0
"3245",2020-03-01,"OK",0,0
"3246",2020-03-02,"OK",0,0
"3247",2020-03-03,"OK",25,0
"3248",2020-03-04,"OK",25,0
"3249",2020-03-05,"OK",13,0
"3250",2020-03-06,"OK",27,0
"3251",2020-03-07,"OK",16,0
"3252",2020-03-08,"OK",15,0
"3253",2020-03-09,"OK",31,0
"3254",2020-03-10,"OK",32,0
"3255",2020-03-11,"OK",19,13
"3256",2020-03-12,"OK",49,0
"3257",2020-03-13,"OK",53,0
"3258",2020-03-14,"OK",23,0
"3259",2020-03-15,"OK",30,0
"3260",2020-03-16,"OK",34,0
"3261",2020-03-17,"OK",48,14
"3262",2020-03-18,"OK",62,0
"3263",2020-03-19,"OK",27,13
"3264",2020-03-20,"OK",39,0
"3265",2020-03-21,"OK",87,15
"3266",2020-03-22,"OK",35,0
"3267",2020-03-23,"OK",48,0
"3268",2020-03-24,"OK",25,0
"3269",2020-03-25,"OK",39,0
"3270",2020-03-26,"OK",59,0
"3271",2020-03-27,"OK",31,0
"3272",2020-03-28,"OK",84,0
"3273",2020-03-29,"OK",29,0
"3274",2020-03-30,"OK",18,0
"3275",2020-03-31,"OK",32,13
"3276",2020-04-01,"OK",19,0
"3277",2020-04-02,"OK",55,12
"3278",2020-04-03,"OK",18,0
"3279",2020-04-04,"OK",13,13
"3280",2020-04-05,"OK",14,0
"3281",2020-04-06,"OK",29,0
"3282",2020-04-07,"OK",24,0
"3283",2020-04-08,"OK",12,0
"3284",2020-04-09,"OK",25,0
"3285",2020-04-10,"OK",13,0
"3286",2020-04-11,"OK",14,0
"3287",2020-04-12,"OK",13,0
"3288",2020-04-13,"OK",12,0
"3289",2020-04-14,"OK",12,0
"3290",2020-04-15,"OK",11,0
"3291",2020-04-16,"OK",23,0
"3292",2020-04-17,"OK",12,0
"3293",2020-04-18,"OK",26,0
"3294",2020-01-21,"OR",43,0
"3295",2020-01-22,"OR",100,0
"3296",2020-01-23,"OR",95,0
"3297",2020-01-24,"OR",69,9
"3298",2020-01-25,"OR",80,0
"3299",2020-01-26,"OR",92,0
"3300",2020-01-27,"OR",25,0
"3301",2020-01-28,"OR",34,0
"3302",2020-01-29,"OR",48,0
"3303",2020-01-30,"OR",22,0
"3304",2020-01-31,"OR",23,0
"3305",2020-02-01,"OR",34,0
"3306",2020-02-02,"OR",20,0
"3307",2020-02-03,"OR",41,0
"3308",2020-02-04,"OR",44,0
"3309",2020-02-05,"OR",26,0
"3310",2020-02-06,"OR",17,0
"3311",2020-02-07,"OR",31,9
"3312",2020-02-08,"OR",39,0
"3313",2020-02-09,"OR",10,0
"3314",2020-02-10,"OR",9,0
"3315",2020-02-11,"OR",17,0
"3316",2020-02-12,"OR",35,0
"3317",2020-02-13,"OR",9,0
"3318",2020-02-14,"OR",18,0
"3319",2020-02-15,"OR",20,0
"3320",2020-02-16,"OR",29,0
"3321",2020-02-17,"OR",23,0
"3322",2020-02-18,"OR",13,0
"3323",2020-02-19,"OR",17,0
"3324",2020-02-20,"OR",17,0
"3325",2020-02-21,"OR",31,0
"3326",2020-02-22,"OR",30,0
"3327",2020-02-23,"OR",0,0
"3328",2020-02-24,"OR",13,0
"3329",2020-02-25,"OR",25,0
"3330",2020-02-26,"OR",37,8
"3331",2020-02-27,"OR",34,0
"3332",2020-02-28,"OR",22,0
"3333",2020-02-29,"OR",28,0
"3334",2020-03-01,"OR",24,0
"3335",2020-03-02,"OR",33,0
"3336",2020-03-03,"OR",29,0
"3337",2020-03-04,"OR",16,0
"3338",2020-03-05,"OR",17,0
"3339",2020-03-06,"OR",33,0
"3340",2020-03-07,"OR",0,9
"3341",2020-03-08,"OR",9,0
"3342",2020-03-09,"OR",20,0
"3343",2020-03-10,"OR",12,0
"3344",2020-03-11,"OR",12,0
"3345",2020-03-12,"OR",39,0
"3346",2020-03-13,"OR",52,0
"3347",2020-03-14,"OR",64,0
"3348",2020-03-15,"OR",36,0
"3349",2020-03-16,"OR",55,0
"3350",2020-03-17,"OR",48,0
"3351",2020-03-18,"OR",68,16
"3352",2020-03-19,"OR",37,33
"3353",2020-03-20,"OR",36,0
"3354",2020-03-21,"OR",64,9
"3355",2020-03-22,"OR",32,0
"3356",2020-03-23,"OR",26,0
"3357",2020-03-24,"OR",36,0
"3358",2020-03-25,"OR",44,0
"3359",2020-03-26,"OR",45,0
"3360",2020-03-27,"OR",46,0
"3361",2020-03-28,"OR",26,0
"3362",2020-03-29,"OR",26,9
"3363",2020-03-30,"OR",34,0
"3364",2020-03-31,"OR",11,0
"3365",2020-04-01,"OR",26,0
"3366",2020-04-02,"OR",11,8
"3367",2020-04-03,"OR",15,8
"3368",2020-04-04,"OR",17,0
"3369",2020-04-05,"OR",9,0
"3370",2020-04-06,"OR",30,0
"3371",2020-04-07,"OR",8,0
"3372",2020-04-08,"OR",8,0
"3373",2020-04-09,"OR",8,0
"3374",2020-04-10,"OR",8,8
"3375",2020-04-11,"OR",13,0
"3376",2020-04-12,"OR",13,0
"3377",2020-04-13,"OR",15,0
"3378",2020-04-14,"OR",11,0
"3379",2020-04-15,"OR",11,0
"3380",2020-04-16,"OR",15,0
"3381",2020-04-17,"OR",8,0
"3382",2020-04-18,"OR",17,0
"3383",2020-01-21,"PA",48,0
"3384",2020-01-22,"PA",50,0
"3385",2020-01-23,"PA",78,0
"3386",2020-01-24,"PA",100,0
"3387",2020-01-25,"PA",85,7
"3388",2020-01-26,"PA",59,3
"3389",2020-01-27,"PA",67,3
"3390",2020-01-28,"PA",64,0
"3391",2020-01-29,"PA",53,7
"3392",2020-01-30,"PA",44,0
"3393",2020-01-31,"PA",36,0
"3394",2020-02-01,"PA",21,0
"3395",2020-02-02,"PA",28,0
"3396",2020-02-03,"PA",30,0
"3397",2020-02-04,"PA",29,0
"3398",2020-02-05,"PA",15,3
"3399",2020-02-06,"PA",34,0
"3400",2020-02-07,"PA",17,0
"3401",2020-02-08,"PA",21,0
"3402",2020-02-09,"PA",26,0
"3403",2020-02-10,"PA",11,0
"3404",2020-02-11,"PA",13,0
"3405",2020-02-12,"PA",21,0
"3406",2020-02-13,"PA",23,0
"3407",2020-02-14,"PA",12,3
"3408",2020-02-15,"PA",13,4
"3409",2020-02-16,"PA",13,0
"3410",2020-02-17,"PA",15,0
"3411",2020-02-18,"PA",8,0
"3412",2020-02-19,"PA",13,0
"3413",2020-02-20,"PA",11,0
"3414",2020-02-21,"PA",13,0
"3415",2020-02-22,"PA",7,0
"3416",2020-02-23,"PA",7,0
"3417",2020-02-24,"PA",13,0
"3418",2020-02-25,"PA",16,0
"3419",2020-02-26,"PA",20,0
"3420",2020-02-27,"PA",22,0
"3421",2020-02-28,"PA",24,0
"3422",2020-02-29,"PA",29,4
"3423",2020-03-01,"PA",14,0
"3424",2020-03-02,"PA",20,0
"3425",2020-03-03,"PA",23,0
"3426",2020-03-04,"PA",16,0
"3427",2020-03-05,"PA",18,0
"3428",2020-03-06,"PA",18,6
"3429",2020-03-07,"PA",19,0
"3430",2020-03-08,"PA",26,0
"3431",2020-03-09,"PA",16,0
"3432",2020-03-10,"PA",37,0
"3433",2020-03-11,"PA",36,0
"3434",2020-03-12,"PA",60,0
"3435",2020-03-13,"PA",58,3
"3436",2020-03-14,"PA",52,0
"3437",2020-03-15,"PA",42,0
"3438",2020-03-16,"PA",54,3
"3439",2020-03-17,"PA",73,12
"3440",2020-03-18,"PA",75,26
"3441",2020-03-19,"PA",40,25
"3442",2020-03-20,"PA",60,6
"3443",2020-03-21,"PA",53,9
"3444",2020-03-22,"PA",49,14
"3445",2020-03-23,"PA",61,6
"3446",2020-03-24,"PA",36,0
"3447",2020-03-25,"PA",63,3
"3448",2020-03-26,"PA",49,0
"3449",2020-03-27,"PA",51,3
"3450",2020-03-28,"PA",37,0
"3451",2020-03-29,"PA",26,3
"3452",2020-03-30,"PA",26,3
"3453",2020-03-31,"PA",7,3
"3454",2020-04-01,"PA",32,3
"3455",2020-04-02,"PA",29,0
"3456",2020-04-03,"PA",20,0
"3457",2020-04-04,"PA",20,0
"3458",2020-04-05,"PA",27,0
"3459",2020-04-06,"PA",13,0
"3460",2020-04-07,"PA",16,0
"3461",2020-04-08,"PA",20,3
"3462",2020-04-09,"PA",17,0
"3463",2020-04-10,"PA",6,0
"3464",2020-04-11,"PA",13,0
"3465",2020-04-12,"PA",12,0
"3466",2020-04-13,"PA",16,0
"3467",2020-04-14,"PA",14,0
"3468",2020-04-15,"PA",20,0
"3469",2020-04-16,"PA",24,3
"3470",2020-04-17,"PA",12,0
"3471",2020-04-18,"PA",8,3
"3472",2020-01-21,"RI",26,0
"3473",2020-01-22,"RI",26,0
"3474",2020-01-23,"RI",27,0
"3475",2020-01-24,"RI",81,0
"3476",2020-01-25,"RI",77,0
"3477",2020-01-26,"RI",84,0
"3478",2020-01-27,"RI",48,0
"3479",2020-01-28,"RI",100,0
"3480",2020-01-29,"RI",52,0
"3481",2020-01-30,"RI",26,0
"3482",2020-01-31,"RI",0,0
"3483",2020-02-01,"RI",30,0
"3484",2020-02-02,"RI",89,0
"3485",2020-02-03,"RI",35,0
"3486",2020-02-04,"RI",0,25
"3487",2020-02-05,"RI",25,0
"3488",2020-02-06,"RI",51,0
"3489",2020-02-07,"RI",0,0
"3490",2020-02-08,"RI",30,0
"3491",2020-02-09,"RI",59,0
"3492",2020-02-10,"RI",0,0
"3493",2020-02-11,"RI",24,0
"3494",2020-02-12,"RI",25,0
"3495",2020-02-13,"RI",26,0
"3496",2020-02-14,"RI",27,0
"3497",2020-02-15,"RI",31,0
"3498",2020-02-16,"RI",0,0
"3499",2020-02-17,"RI",0,0
"3500",2020-02-18,"RI",0,0
"3501",2020-02-19,"RI",75,0
"3502",2020-02-20,"RI",0,0
"3503",2020-02-21,"RI",0,0
"3504",2020-02-22,"RI",0,0
"3505",2020-02-23,"RI",0,0
"3506",2020-02-24,"RI",49,0
"3507",2020-02-25,"RI",24,0
"3508",2020-02-26,"RI",0,0
"3509",2020-02-27,"RI",36,0
"3510",2020-02-28,"RI",25,0
"3511",2020-02-29,"RI",0,0
"3512",2020-03-01,"RI",27,0
"3513",2020-03-02,"RI",24,0
"3514",2020-03-03,"RI",0,0
"3515",2020-03-04,"RI",24,0
"3516",2020-03-05,"RI",25,0
"3517",2020-03-06,"RI",0,0
"3518",2020-03-07,"RI",30,0
"3519",2020-03-08,"RI",30,0
"3520",2020-03-09,"RI",52,0
"3521",2020-03-10,"RI",25,0
"3522",2020-03-11,"RI",25,0
"3523",2020-03-12,"RI",36,0
"3524",2020-03-13,"RI",97,0
"3525",2020-03-14,"RI",59,0
"3526",2020-03-15,"RI",87,0
"3527",2020-03-16,"RI",0,0
"3528",2020-03-17,"RI",37,0
"3529",2020-03-18,"RI",53,26
"3530",2020-03-19,"RI",38,51
"3531",2020-03-20,"RI",25,0
"3532",2020-03-21,"RI",29,0
"3533",2020-03-22,"RI",41,0
"3534",2020-03-23,"RI",0,0
"3535",2020-03-24,"RI",68,23
"3536",2020-03-25,"RI",58,0
"3537",2020-03-26,"RI",23,0
"3538",2020-03-27,"RI",23,0
"3539",2020-03-28,"RI",95,0
"3540",2020-03-29,"RI",0,0
"3541",2020-03-30,"RI",21,0
"3542",2020-03-31,"RI",0,0
"3543",2020-04-01,"RI",44,0
"3544",2020-04-02,"RI",0,0
"3545",2020-04-03,"RI",46,0
"3546",2020-04-04,"RI",26,0
"3547",2020-04-05,"RI",0,0
"3548",2020-04-06,"RI",0,0
"3549",2020-04-07,"RI",23,0
"3550",2020-04-08,"RI",44,0
"3551",2020-04-09,"RI",0,0
"3552",2020-04-10,"RI",0,0
"3553",2020-04-11,"RI",27,0
"3554",2020-04-12,"RI",0,0
"3555",2020-04-13,"RI",0,0
"3556",2020-04-14,"RI",34,0
"3557",2020-04-15,"RI",22,0
"3558",2020-04-16,"RI",22,22
"3559",2020-04-17,"RI",0,0
"3560",2020-04-18,"RI",0,0
"3561",2020-01-21,"SC",26,0
"3562",2020-01-22,"SC",27,0
"3563",2020-01-23,"SC",43,0
"3564",2020-01-24,"SC",100,0
"3565",2020-01-25,"SC",50,0
"3566",2020-01-26,"SC",52,0
"3567",2020-01-27,"SC",85,0
"3568",2020-01-28,"SC",63,0
"3569",2020-01-29,"SC",42,11
"3570",2020-01-30,"SC",37,11
"3571",2020-01-31,"SC",37,0
"3572",2020-02-01,"SC",18,0
"3573",2020-02-02,"SC",37,12
"3574",2020-02-03,"SC",19,0
"3575",2020-02-04,"SC",26,0
"3576",2020-02-05,"SC",21,10
"3577",2020-02-06,"SC",25,0
"3578",2020-02-07,"SC",26,0
"3579",2020-02-08,"SC",37,0
"3580",2020-02-09,"SC",19,0
"3581",2020-02-10,"SC",20,0
"3582",2020-02-11,"SC",15,0
"3583",2020-02-12,"SC",20,0
"3584",2020-02-13,"SC",21,0
"3585",2020-02-14,"SC",0,0
"3586",2020-02-15,"SC",12,0
"3587",2020-02-16,"SC",12,0
"3588",2020-02-17,"SC",11,0
"3589",2020-02-18,"SC",29,10
"3590",2020-02-19,"SC",19,0
"3591",2020-02-20,"SC",10,0
"3592",2020-02-21,"SC",20,0
"3593",2020-02-22,"SC",18,0
"3594",2020-02-23,"SC",12,0
"3595",2020-02-24,"SC",20,0
"3596",2020-02-25,"SC",10,0
"3597",2020-02-26,"SC",10,0
"3598",2020-02-27,"SC",49,0
"3599",2020-02-28,"SC",20,0
"3600",2020-02-29,"SC",24,0
"3601",2020-03-01,"SC",35,0
"3602",2020-03-02,"SC",39,0
"3603",2020-03-03,"SC",10,9
"3604",2020-03-04,"SC",10,0
"3605",2020-03-05,"SC",10,0
"3606",2020-03-06,"SC",10,0
"3607",2020-03-07,"SC",49,0
"3608",2020-03-08,"SC",12,0
"3609",2020-03-09,"SC",20,0
"3610",2020-03-10,"SC",10,0
"3611",2020-03-11,"SC",15,0
"3612",2020-03-12,"SC",34,0
"3613",2020-03-13,"SC",41,0
"3614",2020-03-14,"SC",37,0
"3615",2020-03-15,"SC",57,0
"3616",2020-03-16,"SC",46,0
"3617",2020-03-17,"SC",45,0
"3618",2020-03-18,"SC",60,10
"3619",2020-03-19,"SC",50,35
"3620",2020-03-20,"SC",74,20
"3621",2020-03-21,"SC",46,0
"3622",2020-03-22,"SC",33,0
"3623",2020-03-23,"SC",18,9
"3624",2020-03-24,"SC",14,0
"3625",2020-03-25,"SC",34,10
"3626",2020-03-26,"SC",34,0
"3627",2020-03-27,"SC",52,0
"3628",2020-03-28,"SC",28,11
"3629",2020-03-29,"SC",17,0
"3630",2020-03-30,"SC",24,9
"3631",2020-03-31,"SC",27,0
"3632",2020-04-01,"SC",23,0
"3633",2020-04-02,"SC",28,0
"3634",2020-04-03,"SC",20,0
"3635",2020-04-04,"SC",22,0
"3636",2020-04-05,"SC",17,0
"3637",2020-04-06,"SC",23,0
"3638",2020-04-07,"SC",10,0
"3639",2020-04-08,"SC",14,0
"3640",2020-04-09,"SC",24,0
"3641",2020-04-10,"SC",15,0
"3642",2020-04-11,"SC",34,0
"3643",2020-04-12,"SC",11,0
"3644",2020-04-13,"SC",9,0
"3645",2020-04-14,"SC",34,0
"3646",2020-04-15,"SC",27,0
"3647",2020-04-16,"SC",14,0
"3648",2020-04-17,"SC",10,0
"3649",2020-04-18,"SC",11,0
"3650",2020-01-21,"SD",0,0
"3651",2020-01-22,"SD",59,0
"3652",2020-01-23,"SD",58,0
"3653",2020-01-24,"SD",60,0
"3654",2020-01-25,"SD",100,0
"3655",2020-01-26,"SD",47,0
"3656",2020-01-27,"SD",73,0
"3657",2020-01-28,"SD",39,0
"3658",2020-01-29,"SD",0,0
"3659",2020-01-30,"SD",40,0
"3660",2020-01-31,"SD",41,0
"3661",2020-02-01,"SD",0,0
"3662",2020-02-02,"SD",0,0
"3663",2020-02-03,"SD",0,0
"3664",2020-02-04,"SD",0,0
"3665",2020-02-05,"SD",38,0
"3666",2020-02-06,"SD",39,0
"3667",2020-02-07,"SD",40,0
"3668",2020-02-08,"SD",49,0
"3669",2020-02-09,"SD",47,0
"3670",2020-02-10,"SD",38,0
"3671",2020-02-11,"SD",0,0
"3672",2020-02-12,"SD",38,0
"3673",2020-02-13,"SD",39,0
"3674",2020-02-14,"SD",0,0
"3675",2020-02-15,"SD",0,0
"3676",2020-02-16,"SD",0,0
"3677",2020-02-17,"SD",0,0
"3678",2020-02-18,"SD",37,0
"3679",2020-02-19,"SD",37,0
"3680",2020-02-20,"SD",0,0
"3681",2020-02-21,"SD",0,0
"3682",2020-02-22,"SD",0,0
"3683",2020-02-23,"SD",0,0
"3684",2020-02-24,"SD",0,0
"3685",2020-02-25,"SD",0,0
"3686",2020-02-26,"SD",37,0
"3687",2020-02-27,"SD",36,0
"3688",2020-02-28,"SD",39,0
"3689",2020-02-29,"SD",0,0
"3690",2020-03-01,"SD",46,0
"3691",2020-03-02,"SD",0,0
"3692",2020-03-03,"SD",0,0
"3693",2020-03-04,"SD",0,0
"3694",2020-03-05,"SD",0,0
"3695",2020-03-06,"SD",78,0
"3696",2020-03-07,"SD",0,0
"3697",2020-03-08,"SD",0,0
"3698",2020-03-09,"SD",37,0
"3699",2020-03-10,"SD",0,0
"3700",2020-03-11,"SD",0,0
"3701",2020-03-12,"SD",37,0
"3702",2020-03-13,"SD",0,0
"3703",2020-03-14,"SD",0,0
"3704",2020-03-15,"SD",46,0
"3705",2020-03-16,"SD",38,0
"3706",2020-03-17,"SD",0,0
"3707",2020-03-18,"SD",39,0
"3708",2020-03-19,"SD",0,37
"3709",2020-03-20,"SD",36,0
"3710",2020-03-21,"SD",42,0
