,Day,State,ChinaVirusInterest,KungFluInterest,positive,negative,death,hospitalized,totalTestResults,FIPS,StayAtHome_date,Quarantine_Yes,polyname,StateColor,total_2016,dem_2016,gop_2016,oth_2016,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_rent,median_age,percent_democrat2016,percent_republican2016,percent_other2016,Winner,Region,lat,long
488,3/17/2020,NM,43,3,23,1249,NA,NA,1272,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
489,3/18/2020,NM,59,11,28,2326,NA,NA,2354,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
490,3/19/2020,NM,58,14,35,2762,NA,NA,2797,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
491,3/20/2020,NM,50,8,43,3771,NA,NA,3814,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
492,3/21/2020,NM,52,0,57,3771,NA,NA,3828,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
493,3/22/2020,NM,43,7,57,4722,NA,NA,4779,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
494,3/23/2020,NM,28,0,65,5321,NA,NA,5386,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
495,3/24/2020,NM,76,3,83,5890,NA,NA,5973,35,3/24/2020,1,new mexico,blue,783127,380724,315875,86528,2069706,0.4,0.02,0.01,0.47,23763,635,36.7,0.486158695,0.403350925,0.11049038,Democrat,Mountain,34.97273,-105.032363
496,3/10/2020,NV,0,0,1,14,NA,NA,15,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
497,3/11/2020,NV,20,0,5,168,NA,NA,173,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
498,3/12/2020,NV,26,0,7,168,NA,NA,175,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
499,3/13/2020,NV,59,0,11,168,NA,NA,179,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
500,3/14/2020,NV,24,0,20,168,NA,NA,188,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
501,3/15/2020,NV,31,0,21,168,NA,NA,189,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
502,3/16/2020,NV,35,0,45,168,1,NA,213,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
503,3/17/2020,NV,48,0,55,168,1,NA,223,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
504,3/18/2020,NV,20,0,55,168,1,NA,223,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
505,3/19/2020,NV,27,14,95,1626,1,NA,1721,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
506,3/20/2020,NV,28,0,109,1992,1,NA,2101,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
507,3/21/2020,NV,54,0,124,2384,2,NA,2508,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
508,3/22/2020,NV,31,0,190,2448,2,NA,2638,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
509,3/23/2020,NV,19,0,245,3490,4,NA,3735,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
510,3/24/2020,NV,28,0,278,3954,4,NA,4232,32,4/1/2020,1,nevada,purple,1122990,537753,511319,73918,2730066,0.53,0.08,0.07,0.27,26589,840,36.6,0.478858227,0.455319282,0.065822492,Democrat,Mountain,38.80261,-116.419389
511,3/10/2020,NY,25,0,173,92,NA,NA,265,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
512,3/11/2020,NY,28,0,216,92,NA,NA,308,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
513,3/12/2020,NY,48,0,216,92,NA,NA,308,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
514,3/13/2020,NY,38,0,421,2779,NA,NA,3200,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
515,3/14/2020,NY,58,0,524,2779,NA,NA,3303,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
516,3/15/2020,NY,56,0,729,4543,3,NA,5272,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
517,3/16/2020,NY,41,0,950,4543,7,NA,5493,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
518,3/17/2020,NY,47,0,1700,5506,7,NA,7206,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
519,3/18/2020,NY,52,27,2382,12215,12,NA,14597,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
520,3/19/2020,NY,75,19,4152,18132,12,NA,22284,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
521,3/20/2020,NY,67,8,7102,25325,35,NA,32427,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
522,3/21/2020,NY,38,8,10356,35081,44,1603,45437,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
523,3/22/2020,NY,38,8,15168,46233,114,1974,61401,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
524,3/23/2020,NY,29,3,20875,57414,114,2635,78289,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
525,3/24/2020,NY,74,3,25665,65605,210,3234,91270,36,3/22/2020,1,new york,blue,7046175,4143874,2640570,261731,19487053,0.58,0.14,0.08,0.18,32382,963,38.1,0.588102623,0.374752259,0.037145118,Democrat,Northeast,43.299428,-74.217933
526,3/10/2020,OH,18,0,3,14,NA,NA,17,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
527,3/11/2020,OH,34,0,4,21,NA,NA,25,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
528,3/12/2020,OH,65,0,5,30,NA,NA,35,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
529,3/13/2020,OH,62,0,13,50,NA,NA,63,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
530,3/14/2020,OH,47,0,13,50,NA,NA,63,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
531,3/15/2020,OH,33,0,36,139,NA,NA,175,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
532,3/16/2020,OH,52,0,50,140,NA,NA,190,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
533,3/17/2020,OH,50,0,67,140,NA,NA,207,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
534,3/18/2020,OH,63,20,88,140,NA,NA,228,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
535,3/19/2020,OH,66,11,119,140,NA,NA,259,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
536,3/20/2020,OH,40,9,169,140,1,NA,309,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
537,3/21/2020,OH,53,14,247,140,3,58,387,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
538,3/22/2020,OH,52,3,351,140,3,83,491,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
539,3/23/2020,OH,35,8,442,140,6,104,582,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
540,3/24/2020,OH,44,0,564,140,8,145,704,39,3/22/2020,1,ohio,purple,5325395,2317001,2771984,236410,11549590,0.81,0.12,0.02,0.03,26046,562,39,0.435085285,0.520521764,0.044392951,Republican,Midwest,40.417287,-82.907123
541,3/10/2020,OK,32,0,2,15,NA,NA,17,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
542,3/11/2020,OK,19,13,2,15,NA,NA,17,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
543,3/12/2020,OK,49,0,3,36,NA,NA,39,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
544,3/13/2020,OK,53,0,3,36,NA,NA,39,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
545,3/14/2020,OK,23,0,4,36,NA,NA,40,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
546,3/15/2020,OK,30,0,9,118,NA,NA,127,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
547,3/16/2020,OK,34,0,10,174,NA,NA,184,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
548,3/17/2020,OK,48,14,17,247,NA,NA,264,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
549,3/18/2020,OK,62,0,29,378,NA,NA,407,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
550,3/19/2020,OK,27,13,44,466,1,NA,510,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
551,3/20/2020,OK,39,0,49,538,1,NA,587,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
552,3/21/2020,OK,87,15,53,560,1,10,613,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
553,3/22/2020,OK,35,0,67,669,2,11,736,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
554,3/23/2020,OK,48,0,81,694,2,15,775,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
555,3/24/2020,OK,25,0,106,735,3,25,841,40,3/28/2020,1,oklahoma,red,1451056,419788,947934,83334,3785742,0.68,0.07,0.02,0.09,24208,525,36.2,0.289298277,0.653271824,0.057429899,Republican,Midwest,35.007752,-97.092877
556,3/10/2020,OR,12,0,15,213,NA,NA,228,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
557,3/11/2020,OR,12,0,19,286,NA,NA,305,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
558,3/12/2020,OR,39,0,19,286,NA,NA,305,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
559,3/13/2020,OR,52,0,30,337,NA,NA,367,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
560,3/14/2020,OR,64,0,30,337,NA,NA,367,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
561,3/15/2020,OR,36,0,36,420,NA,NA,456,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
562,3/16/2020,OR,55,0,39,579,NA,NA,618,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
563,3/17/2020,OR,48,0,47,689,NA,NA,736,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
564,3/18/2020,OR,68,16,75,1118,3,NA,1193,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
565,3/19/2020,OR,37,33,88,1329,3,NA,1417,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
566,3/20/2020,OR,36,0,114,2003,3,NA,2117,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
567,3/21/2020,OR,64,9,114,2003,3,NA,2117,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
568,3/22/2020,OR,32,0,161,2864,4,43,3025,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
569,3/23/2020,OR,26,0,191,3649,5,56,3840,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
570,3/24/2020,OR,36,0,209,4350,8,61,4559,41,3/23/2020,1,oregon,blue,1808575,934631,742506,131438,3868721,0.78,0.02,0.04,0.12,26809,749,38.7,0.516777574,0.410547531,0.072674896,Democrat,West,43.804133,-120.554201
571,3/10/2020,PA,37,0,12,NA,NA,NA,12,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
572,3/11/2020,PA,36,0,16,88,NA,NA,104,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
573,3/12/2020,PA,60,0,22,116,NA,NA,138,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
574,3/13/2020,PA,58,3,41,140,NA,NA,181,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
575,3/14/2020,PA,52,0,47,205,NA,NA,252,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
576,3/15/2020,PA,42,0,63,205,NA,NA,268,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
577,3/16/2020,PA,54,3,76,670,NA,NA,746,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
578,3/17/2020,PA,73,12,96,879,NA,NA,975,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
579,3/18/2020,PA,75,26,133,1187,1,NA,1320,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
580,3/19/2020,PA,40,25,185,1608,1,NA,1793,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
581,3/20/2020,PA,60,6,268,2574,1,NA,2842,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
582,3/21/2020,PA,53,9,371,3766,2,NA,4137,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
583,3/22/2020,PA,49,14,479,4964,2,NA,5443,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
584,3/23/2020,PA,61,6,644,6595,6,NA,7239,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
585,3/24/2020,PA,36,0,851,8643,7,NA,9494,42,4/1/2020,1,pennsylvania,purple,5970107,2844705,2912941,212461,12731381,0.79,0.1,0.03,0.06,28502,652,40.3,0.47649146,0.487921071,0.035587469,Republican,Northeast,41.203322,-77.194525
586,3/10/2020,RI,25,0,3,58,NA,NA,61,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
587,3/11/2020,RI,25,0,5,94,NA,NA,99,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
588,3/12/2020,RI,36,0,5,94,NA,NA,99,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
589,3/13/2020,RI,97,0,14,142,NA,NA,156,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
590,3/14/2020,RI,59,0,20,198,NA,NA,218,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
591,3/15/2020,RI,87,0,20,271,NA,NA,291,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
592,3/16/2020,RI,0,0,21,308,NA,NA,329,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
593,3/17/2020,RI,37,0,23,403,NA,NA,426,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
594,3/18/2020,RI,53,26,33,540,NA,NA,573,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
595,3/19/2020,RI,38,51,44,654,NA,NA,698,44,3/28/2020,1,rhode island,blue,450121,249902,179421,20798,1051695,0.76,0.05,0.03,0.13,30469,781,39.6,0.555188494,0.398606153,0.046205354,Democrat,Northeast,41.580095,-71.477429
