,Day,State,ChinaVirusInterest,KungFluInterest,positive,negative,death,hospitalized,totalTestResults,FIPS,StayAtHome_date,Quarantine_Yes,polyname,StateColor,total_2016,dem_2016,gop_2016,oth_2016,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_rent,median_age,percent_democrat2016,percent_republican2016,percent_other2016,Winner,Region,lat,long
270,3/24/2020,KY,33,0,124,1762,4,NA,1886,21,3/26/2020,1,kentucky,red,1922218,628834,1202942,90442,4361333,0.86,0.08,0.01,0.03,23462,506,38.2,0.327139794,0.625809351,0.047050855,Republican,South,37.839333,-84.270018
271,3/10/2020,LA,13,0,1,11,NA,NA,12,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
272,3/11/2020,LA,0,0,6,37,NA,NA,43,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
273,3/12/2020,LA,40,0,14,37,NA,NA,51,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
274,3/13/2020,LA,86,0,36,37,NA,NA,73,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
275,3/14/2020,LA,34,0,69,109,NA,NA,178,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
276,3/15/2020,LA,32,0,91,156,2,NA,247,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
277,3/16/2020,LA,83,0,114,188,2,NA,302,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
278,3/17/2020,LA,68,14,171,286,4,NA,457,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
279,3/18/2020,LA,83,14,240,335,6,NA,575,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
280,3/19/2020,LA,69,0,347,458,8,NA,805,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
281,3/20/2020,LA,27,0,479,568,12,NA,1047,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
282,3/21/2020,LA,94,0,585,2180,16,NA,2765,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
283,3/22/2020,LA,30,0,837,2661,20,NA,3498,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
284,3/23/2020,LA,39,0,1172,4776,34,NA,5948,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
285,3/24/2020,LA,42,0,1388,7215,46,NA,8603,22,3/23/2020,1,louisiana,red,2027731,779535,1178004,70192,4567968,0.6,0.32,0.02,0.04,24442,610,36,0.384437088,0.580946881,0.034616031,Republican,South,31.244823,-92.145024
286,3/10/2020,MA,0,0,92,NA,NA,NA,92,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
287,3/11/2020,MA,60,0,92,NA,NA,NA,92,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
288,3/12/2020,MA,47,0,95,NA,NA,NA,95,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
289,3/13/2020,MA,58,0,123,92,NA,NA,215,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
290,3/14/2020,MA,22,0,138,352,NA,NA,490,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
291,3/15/2020,MA,41,0,138,352,NA,NA,490,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
292,3/16/2020,MA,38,0,164,352,NA,NA,516,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
293,3/17/2020,MA,37,0,218,1541,NA,NA,1759,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
294,3/18/2020,MA,38,19,256,2015,NA,NA,2271,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
295,3/19/2020,MA,100,18,328,2804,NA,NA,3132,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
296,3/20/2020,MA,18,0,413,3678,1,NA,4091,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
297,3/21/2020,MA,42,0,525,4752,1,61,5277,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
298,3/22/2020,MA,40,0,646,5459,5,71,6105,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
299,3/23/2020,MA,33,0,777,8145,9,79,8922,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
300,3/24/2020,MA,18,0,1159,12590,11,94,13749,25,3/24/2020,1,massachusetts,purple,3231531,1964768,1083069,183694,6605058,0.76,0.06,0.06,0.1,35763,936,39.2,0.607999119,0.335156618,0.056844264,Democrat,Northeast,42.407211,-71.382437
301,3/10/2020,MD,30,0,6,89,NA,NA,95,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
302,3/11/2020,MD,34,0,9,94,NA,NA,103,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
303,3/12/2020,MD,49,0,12,94,NA,NA,106,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
304,3/13/2020,MD,44,0,17,94,NA,NA,111,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
305,3/14/2020,MD,27,0,26,94,NA,NA,120,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
306,3/15/2020,MD,43,0,31,94,NA,NA,125,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
307,3/16/2020,MD,28,0,37,94,NA,NA,131,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
308,3/17/2020,MD,32,4,57,94,NA,NA,151,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
309,3/18/2020,MD,50,6,85,94,NA,NA,179,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
310,3/19/2020,MD,60,20,107,94,1,NA,201,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
311,3/20/2020,MD,40,8,149,94,1,NA,243,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
312,3/21/2020,MD,62,5,190,94,2,NA,284,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
313,3/22/2020,MD,41,0,244,94,3,NA,338,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
314,3/23/2020,MD,36,4,288,94,3,NA,382,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
315,3/24/2020,MD,51,0,349,94,3,NA,443,24,3/30/2020,1,maryland,blue,2474543,1497951,873646,102946,5834299,0.54,0.29,0.06,0.08,36354,1034,38,0.605344502,0.353053473,0.041602025,Democrat,Northeast,39.045755,-76.641271
316,3/10/2020,ME,47,0,0,20,NA,NA,20,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
317,3/11/2020,ME,44,0,0,42,NA,NA,42,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
318,3/12/2020,ME,49,6,1,65,NA,NA,66,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
319,3/13/2020,ME,55,0,3,91,NA,NA,94,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
320,3/14/2020,ME,48,0,3,91,NA,NA,94,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
321,3/15/2020,ME,45,0,3,91,NA,NA,94,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
322,3/16/2020,ME,62,0,17,764,NA,NA,781,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
323,3/17/2020,ME,67,0,32,1303,NA,NA,1335,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
324,3/18/2020,ME,44,23,43,1670,NA,NA,1713,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
325,3/19/2020,ME,63,13,53,2004,NA,NA,2057,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
326,3/20/2020,ME,55,6,57,2264,NA,NA,2321,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
327,3/21/2020,ME,56,15,73,2264,NA,NA,2337,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
328,3/22/2020,ME,32,0,89,2264,NA,NA,2353,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
329,3/23/2020,ME,41,6,107,2791,NA,NA,2898,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
330,3/24/2020,ME,42,0,125,3014,NA,NA,3139,23,4/2/2020,1,maine,red,741550,354873,334838,51839,1328320,0.94,0.01,0.01,0.01,26824,664,43.2,0.478555728,0.451537995,0.069906277,Democrat,Northeast,45.253783,-69.445469
331,3/10/2020,MI,13,4,358,39,NA,NA,397,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
332,3/11/2020,MI,29,0,497,57,NA,NA,554,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
333,3/12/2020,MI,57,0,702,91,NA,NA,793,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
334,3/13/2020,MI,71,0,945,133,NA,NA,1078,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
335,3/14/2020,MI,48,5,1196,205,NA,NA,1401,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
336,3/15/2020,MI,35,5,1480,205,NA,NA,1685,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
337,3/16/2020,MI,55,4,1933,272,NA,NA,2205,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
338,3/17/2020,MI,67,4,2393,626,NA,NA,3019,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
339,3/18/2020,MI,55,19,2913,1215,NA,NA,4128,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
340,3/19/2020,MI,70,31,3392,1785,3,NA,5177,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
341,3/20/2020,MI,57,4,4027,2746,3,NA,6773,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
342,3/21/2020,MI,74,9,4543,3696,5,NA,8239,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
343,3/22/2020,MI,52,0,5098,3712,8,NA,8810,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
344,3/23/2020,MI,41,4,5789,4697,15,NA,10486,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
345,3/24/2020,MI,53,0,6441,5796,24,NA,12237,26,3/24/2020,1,michigan,blue,4789450,2267373,2279210,242867,9886095,0.76,0.14,0.03,0.05,25681,623,39.1,0.47340989,0.475881364,0.050708745,Republican,Midwest,44.314844,-85.602364
346,3/10/2020,MN,16,13,3,132,NA,NA,135,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
347,3/11/2020,MN,22,0,5,217,NA,NA,222,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
348,3/12/2020,MN,34,0,9,307,NA,NA,316,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
349,3/13/2020,MN,38,0,14,541,NA,NA,555,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
350,3/14/2020,MN,46,0,21,847,NA,NA,868,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
351,3/15/2020,MN,54,0,35,1387,NA,NA,1422,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
352,3/16/2020,MN,43,0,54,1839,NA,NA,1893,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
353,3/17/2020,MN,46,0,60,2276,NA,NA,2336,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
354,3/18/2020,MN,53,16,77,2685,NA,NA,2762,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
355,3/19/2020,MN,73,6,89,2949,NA,NA,3038,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
356,3/20/2020,MN,33,12,115,3741,NA,NA,3856,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
357,3/21/2020,MN,42,10,138,3952,1,NA,4090,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
358,3/22/2020,MN,48,7,169,4511,1,12,4680,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
359,3/23/2020,MN,23,6,235,4511,1,17,4746,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
360,3/24/2020,MN,40,12,262,5550,1,21,5812,27,3/27/2020,1,minnesota,blue,2916404,1366676,1322891,226837,5347740,0.83,0.05,0.04,0.05,30913,734,37.6,0.468616831,0.453603479,0.07777969,Democrat,Midwest,46.729553,-94.6859
361,3/10/2020,MO,26,0,1,NA,NA,NA,1,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
362,3/11/2020,MO,77,0,1,NA,NA,NA,1,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
363,3/12/2020,MO,100,25,1,64,NA,NA,65,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
364,3/13/2020,MO,39,26,2,71,NA,NA,73,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
365,3/14/2020,MO,72,0,4,90,0,NA,94,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
366,3/15/2020,MO,42,0,5,122,0,NA,127,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
367,3/16/2020,MO,74,0,6,164,0,NA,170,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
368,3/17/2020,MO,50,0,8,207,0,NA,215,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
369,3/18/2020,MO,25,49,13,253,0,NA,266,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
370,3/19/2020,MO,61,49,24,308,1,NA,332,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
371,3/20/2020,MO,35,24,47,369,1,NA,416,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
372,3/21/2020,MO,52,25,73,369,3,NA,442,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
373,3/22/2020,MO,51,0,90,369,3,NA,459,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
374,3/23/2020,MO,43,0,183,369,3,NA,552,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
375,3/24/2020,MO,23,0,183,369,3,NA,552,29,4/3/2020,1,missouri,purple,2775098,1054889,1585753,134456,6007182,0.81,0.11,0.02,0.04,25649,549,38,0.380126756,0.571422343,0.048450902,Republican,Midwest,37.964253,-91.831833
376,3/10/2020,MS,19,0,0,NA,NA,NA,0,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
377,3/11/2020,MS,29,7,0,20,NA,NA,20,28,4/3/2020,1,mississippi,red,1162987,462001,678457,22529,2976872,0.58,0.37,0.01,0.03,20618,510,36.2,0.397253796,0.583374535,0.01937167,Republican,South,32.354668,-89.398528
